# step       rmse_trn   rmse_lc_trn   lr      
# If there is no available reference data, rmse_*_{val,trn} will print nan
1686900      1.33e-01      4.21e-03    6.1e-08
1687000      1.41e-01      4.45e-03    6.1e-08
1687100      1.15e-01      3.64e-03    6.1e-08
1687200      1.16e-01      3.66e-03    6.1e-08
1687300      1.30e-01      4.11e-03    6.1e-08
1687400      1.38e-01      4.36e-03    6.1e-08
1687500      1.04e-01      3.28e-03    6.1e-08
1687600      1.32e-01      4.17e-03    6.1e-08
1687700      1.39e-01      4.40e-03    6.1e-08
1687800      1.21e-01      3.83e-03    6.1e-08
1687900      1.06e-01      3.36e-03    6.1e-08
1688000      1.40e-01      4.42e-03    6.1e-08
1688100      9.85e-02      3.12e-03    6.1e-08
1688200      1.34e-01      4.25e-03    6.1e-08
1688300      1.06e-01      3.35e-03    6.1e-08
1688400      1.44e-01      4.55e-03    6.1e-08
1688500      1.61e-01      5.08e-03    6.1e-08
1688600      1.23e-01      3.89e-03    6.1e-08
1688700      1.32e-01      4.16e-03    6.1e-08
1688800      1.51e-01      4.77e-03    6.1e-08
1688900      1.02e-01      3.21e-03    6.1e-08
1689000      1.11e-01      3.50e-03    6.1e-08
1689100      1.27e-01      4.03e-03    6.1e-08
1689200      1.29e-01      4.09e-03    6.1e-08
1689300      1.52e-01      4.79e-03    6.1e-08
1689400      1.42e-01      4.49e-03    6.1e-08
1689500      1.34e-01      4.23e-03    6.1e-08
1689600      1.33e-01      4.22e-03    6.1e-08
1689700      1.48e-01      4.68e-03    6.1e-08
1689800      1.35e-01      4.27e-03    6.1e-08
1689900      1.39e-01      4.41e-03    6.1e-08
1690000      1.17e-01      3.69e-03    6.0e-08
1690100      1.29e-01      4.09e-03    6.0e-08
1690200      1.20e-01      3.81e-03    6.0e-08
1690300      1.39e-01      4.39e-03    6.0e-08
1690400      1.43e-01      4.51e-03    6.0e-08
1690500      1.36e-01      4.31e-03    6.0e-08
1690600      1.22e-01      3.87e-03    6.0e-08
1690700      1.28e-01      4.04e-03    6.0e-08
1690800      1.46e-01      4.61e-03    6.0e-08
1690900      1.28e-01      4.06e-03    6.0e-08
1691000      1.38e-01      4.37e-03    6.0e-08
1691100      1.41e-01      4.47e-03    6.0e-08
1691200      9.40e-02      2.97e-03    6.0e-08
1691300      1.13e-01      3.57e-03    6.0e-08
1691400      1.26e-01      3.99e-03    6.0e-08
1691500      1.35e-01      4.27e-03    6.0e-08
1691600      1.47e-01      4.65e-03    6.0e-08
1691700      1.36e-01      4.29e-03    6.0e-08
1691800      1.38e-01      4.35e-03    6.0e-08
1691900      1.38e-01      4.37e-03    6.0e-08
1692000      1.27e-01      4.02e-03    6.0e-08
1692100      1.44e-01      4.55e-03    6.0e-08
1692200      1.29e-01      4.08e-03    6.0e-08
1692300      1.58e-01      4.98e-03    6.0e-08
1692400      1.51e-01      4.77e-03    6.0e-08
1692500      1.36e-01      4.31e-03    6.0e-08
1692600      1.14e-01      3.60e-03    6.0e-08
1692700      1.48e-01      4.68e-03    6.0e-08
1692800      1.34e-01      4.23e-03    6.0e-08
1692900      1.48e-01      4.68e-03    6.0e-08
1693000      1.43e-01      4.52e-03    6.0e-08
1693100      1.32e-01      4.18e-03    6.0e-08
1693200      1.17e-01      3.69e-03    6.0e-08
1693300      1.27e-01      4.00e-03    6.0e-08
1693400      1.21e-01      3.82e-03    6.0e-08
1693500      1.30e-01      4.11e-03    6.0e-08
1693600      1.32e-01      4.16e-03    6.0e-08
1693700      1.49e-01      4.70e-03    6.0e-08
1693800      1.22e-01      3.85e-03    6.0e-08
1693900      1.28e-01      4.05e-03    6.0e-08
1694000      1.03e-01      3.25e-03    6.0e-08
1694100      1.38e-01      4.36e-03    6.0e-08
1694200      1.43e-01      4.51e-03    6.0e-08
1694300      1.33e-01      4.20e-03    6.0e-08
1694400      1.16e-01      3.67e-03    6.0e-08
1694500      1.04e-01      3.28e-03    6.0e-08
1694600      1.21e-01      3.84e-03    6.0e-08
1694700      1.42e-01      4.48e-03    6.0e-08
1694800      1.44e-01      4.57e-03    6.0e-08
1694900      1.34e-01      4.25e-03    6.0e-08
1695000      1.50e-01      4.75e-03    5.8e-08
1695100      1.41e-01      4.47e-03    5.8e-08
1695200      1.11e-01      3.51e-03    5.8e-08
1695300      1.40e-01      4.43e-03    5.8e-08
1695400      1.36e-01      4.29e-03    5.8e-08
1695500      1.02e-01      3.23e-03    5.8e-08
1695600      1.46e-01      4.63e-03    5.8e-08
1695700      1.38e-01      4.37e-03    5.8e-08
1695800      1.03e-01      3.26e-03    5.8e-08
1695900      1.23e-01      3.88e-03    5.8e-08
1696000      1.32e-01      4.19e-03    5.8e-08
1696100      1.35e-01      4.27e-03    5.8e-08
1696200      1.22e-01      3.87e-03    5.8e-08
1696300      1.49e-01      4.70e-03    5.8e-08
1696400      1.23e-01      3.88e-03    5.8e-08
1696500      1.28e-01      4.06e-03    5.8e-08
1696600      1.03e-01      3.26e-03    5.8e-08
1696700      1.45e-01      4.60e-03    5.8e-08
1696800      9.86e-02      3.12e-03    5.8e-08
1696900      1.41e-01      4.45e-03    5.8e-08
1697000      1.47e-01      4.65e-03    5.8e-08
1697100      1.13e-01      3.58e-03    5.8e-08
1697200      1.12e-01      3.56e-03    5.8e-08
1697300      1.04e-01      3.28e-03    5.8e-08
1697400      1.36e-01      4.29e-03    5.8e-08
1697500      1.44e-01      4.57e-03    5.8e-08
1697600      1.42e-01      4.49e-03    5.8e-08
1697700      1.25e-01      3.96e-03    5.8e-08
1697800      1.35e-01      4.27e-03    5.8e-08
1697900      1.36e-01      4.31e-03    5.8e-08
1698000      1.40e-01      4.43e-03    5.8e-08
1698100      1.21e-01      3.84e-03    5.8e-08
1698200      1.06e-01      3.36e-03    5.8e-08
1698300      1.20e-01      3.79e-03    5.8e-08
1698400      1.38e-01      4.37e-03    5.8e-08
1698500      1.43e-01      4.52e-03    5.8e-08
1698600      1.20e-01      3.81e-03    5.8e-08
1698700      1.09e-01      3.44e-03    5.8e-08
1698800      1.42e-01      4.49e-03    5.8e-08
1698900      1.29e-01      4.08e-03    5.8e-08
1699000      1.41e-01      4.44e-03    5.8e-08
1699100      1.36e-01      4.29e-03    5.8e-08
1699200      1.57e-01      4.96e-03    5.8e-08
1699300      1.28e-01      4.06e-03    5.8e-08
1699400      1.43e-01      4.52e-03    5.8e-08
1699500      1.46e-01      4.62e-03    5.8e-08
1699600      1.25e-01      3.97e-03    5.8e-08
1699700      1.43e-01      4.54e-03    5.8e-08
1699800      1.50e-01      4.75e-03    5.8e-08
1699900      1.31e-01      4.15e-03    5.8e-08
1700000      1.30e-01      4.11e-03    5.6e-08
1700100      1.27e-01      4.02e-03    5.6e-08
1700200      1.19e-01      3.78e-03    5.6e-08
1700300      1.42e-01      4.49e-03    5.6e-08
1700400      1.30e-01      4.12e-03    5.6e-08
1700500      1.48e-01      4.69e-03    5.6e-08
1700600      1.52e-01      4.80e-03    5.6e-08
1700700      1.58e-01      4.98e-03    5.6e-08
1700800      1.55e-01      4.90e-03    5.6e-08
1700900      1.45e-01      4.58e-03    5.6e-08
1701000      1.57e-01      4.96e-03    5.6e-08
1701100      1.25e-01      3.96e-03    5.6e-08
1701200      1.37e-01      4.33e-03    5.6e-08
1701300      1.21e-01      3.81e-03    5.6e-08
1701400      1.48e-01      4.67e-03    5.6e-08
1701500      1.52e-01      4.79e-03    5.6e-08
1701600      1.27e-01      4.00e-03    5.6e-08
1701700      1.05e-01      3.33e-03    5.6e-08
1701800      1.49e-01      4.71e-03    5.6e-08
1701900      1.39e-01      4.41e-03    5.6e-08
1702000      1.30e-01      4.12e-03    5.6e-08
1702100      1.51e-01      4.78e-03    5.6e-08
1702200      1.33e-01      4.22e-03    5.6e-08
1702300      1.32e-01      4.18e-03    5.6e-08
1702400      1.20e-01      3.81e-03    5.6e-08
1702500      1.07e-01      3.39e-03    5.6e-08
1702600      1.44e-01      4.56e-03    5.6e-08
1702700      1.18e-01      3.74e-03    5.6e-08
1702800      1.41e-01      4.46e-03    5.6e-08
1702900      1.24e-01      3.92e-03    5.6e-08
1703000      9.80e-02      3.10e-03    5.6e-08
1703100      1.31e-01      4.15e-03    5.6e-08
1703200      1.27e-01      4.03e-03    5.6e-08
1703300      1.24e-01      3.91e-03    5.6e-08
1703400      1.25e-01      3.94e-03    5.6e-08
1703500      1.15e-01      3.65e-03    5.6e-08
1703600      1.45e-01      4.60e-03    5.6e-08
1703700      1.41e-01      4.45e-03    5.6e-08
1703800      1.48e-01      4.69e-03    5.6e-08
1703900      1.36e-01      4.29e-03    5.6e-08
1704000      1.03e-01      3.25e-03    5.6e-08
1704100      1.32e-01      4.16e-03    5.6e-08
1704200      1.40e-01      4.43e-03    5.6e-08
1704300      1.22e-01      3.85e-03    5.6e-08
1704400      1.14e-01      3.61e-03    5.6e-08
1704500      1.44e-01      4.56e-03    5.6e-08
1704600      1.02e-01      3.23e-03    5.6e-08
1704700      1.49e-01      4.71e-03    5.6e-08
1704800      1.32e-01      4.17e-03    5.6e-08
1704900      1.20e-01      3.80e-03    5.6e-08
1705000      1.15e-01      3.63e-03    5.5e-08
1705100      1.01e-01      3.19e-03    5.5e-08
1705200      1.39e-01      4.41e-03    5.5e-08
1705300      1.18e-01      3.72e-03    5.5e-08
1705400      1.16e-01      3.67e-03    5.5e-08
1705500      1.46e-01      4.62e-03    5.5e-08
1705600      1.09e-01      3.44e-03    5.5e-08
1705700      1.10e-01      3.48e-03    5.5e-08
1705800      1.57e-01      4.96e-03    5.5e-08
1705900      1.30e-01      4.10e-03    5.5e-08
1706000      1.03e-01      3.25e-03    5.5e-08
1706100      1.30e-01      4.11e-03    5.5e-08
1706200      1.34e-01      4.25e-03    5.5e-08
1706300      1.31e-01      4.15e-03    5.5e-08
1706400      1.44e-01      4.55e-03    5.5e-08
1706500      1.50e-01      4.75e-03    5.5e-08
1706600      1.51e-01      4.76e-03    5.5e-08
1706700      1.29e-01      4.08e-03    5.5e-08
1706800      1.51e-01      4.77e-03    5.5e-08
1706900      1.36e-01      4.30e-03    5.5e-08
1707000      1.35e-01      4.28e-03    5.5e-08
1707100      1.13e-01      3.58e-03    5.5e-08
1707200      1.14e-01      3.61e-03    5.5e-08
1707300      1.21e-01      3.84e-03    5.5e-08
1707400      1.23e-01      3.88e-03    5.5e-08
1707500      1.07e-01      3.40e-03    5.5e-08
1707600      1.37e-01      4.34e-03    5.5e-08
1707700      1.14e-01      3.60e-03    5.5e-08
1707800      1.18e-01      3.73e-03    5.5e-08
1707900      1.35e-01      4.27e-03    5.5e-08
1708000      1.14e-01      3.61e-03    5.5e-08
1708100      1.04e-01      3.29e-03    5.5e-08
1708200      1.08e-01      3.40e-03    5.5e-08
1708300      1.04e-01      3.28e-03    5.5e-08
1708400      1.36e-01      4.29e-03    5.5e-08
1708500      1.33e-01      4.22e-03    5.5e-08
1708600      1.17e-01      3.70e-03    5.5e-08
1708700      1.39e-01      4.40e-03    5.5e-08
1708800      1.41e-01      4.47e-03    5.5e-08
1708900      1.13e-01      3.56e-03    5.5e-08
1709000      1.50e-01      4.74e-03    5.5e-08
1709100      1.21e-01      3.82e-03    5.5e-08
1709200      1.34e-01      4.24e-03    5.5e-08
1709300      1.37e-01      4.33e-03    5.5e-08
1709400      1.11e-01      3.50e-03    5.5e-08
1709500      1.50e-01      4.74e-03    5.5e-08
1709600      1.23e-01      3.90e-03    5.5e-08
1709700      1.35e-01      4.27e-03    5.5e-08
1709800      1.40e-01      4.42e-03    5.5e-08
1709900      1.07e-01      3.39e-03    5.5e-08
1710000      1.39e-01      4.40e-03    5.3e-08
1710100      1.15e-01      3.63e-03    5.3e-08
1710200      1.48e-01      4.68e-03    5.3e-08
1710300      1.35e-01      4.28e-03    5.3e-08
1710400      1.19e-01      3.78e-03    5.3e-08
1710500      1.03e-01      3.27e-03    5.3e-08
1710600      1.18e-01      3.74e-03    5.3e-08
1710700      1.16e-01      3.65e-03    5.3e-08
1710800      1.35e-01      4.25e-03    5.3e-08
1710900      1.38e-01      4.37e-03    5.3e-08
1711000      1.08e-01      3.43e-03    5.3e-08
1711100      1.28e-01      4.04e-03    5.3e-08
1711200      1.49e-01      4.71e-03    5.3e-08
1711300      1.45e-01      4.60e-03    5.3e-08
1711400      9.40e-02      2.97e-03    5.3e-08
1711500      1.49e-01      4.73e-03    5.3e-08
1711600      1.10e-01      3.46e-03    5.3e-08
1711700      1.58e-01      4.99e-03    5.3e-08
1711800      1.51e-01      4.79e-03    5.3e-08
1711900      1.07e-01      3.38e-03    5.3e-08
1712000      1.11e-01      3.52e-03    5.3e-08
1712100      1.48e-01      4.70e-03    5.3e-08
1712200      1.13e-01      3.56e-03    5.3e-08
1712300      1.25e-01      3.94e-03    5.3e-08
1712400      1.31e-01      4.16e-03    5.3e-08
1712500      1.31e-01      4.15e-03    5.3e-08
1712600      1.29e-01      4.09e-03    5.3e-08
1712700      1.06e-01      3.37e-03    5.3e-08
1712800      1.15e-01      3.62e-03    5.3e-08
1712900      1.30e-01      4.11e-03    5.3e-08
1713000      1.39e-01      4.40e-03    5.3e-08
1713100      1.21e-01      3.81e-03    5.3e-08
1713200      1.17e-01      3.70e-03    5.3e-08
1713300      1.35e-01      4.27e-03    5.3e-08
1713400      1.24e-01      3.93e-03    5.3e-08
1713500      1.52e-01      4.80e-03    5.3e-08
1713600      1.38e-01      4.37e-03    5.3e-08
1713700      1.51e-01      4.77e-03    5.3e-08
1713800      1.09e-01      3.44e-03    5.3e-08
1713900      1.36e-01      4.29e-03    5.3e-08
1714000      1.20e-01      3.80e-03    5.3e-08
1714100      1.19e-01      3.76e-03    5.3e-08
1714200      1.51e-01      4.77e-03    5.3e-08
1714300      1.30e-01      4.11e-03    5.3e-08
1714400      1.51e-01      4.79e-03    5.3e-08
1714500      1.25e-01      3.95e-03    5.3e-08
1714600      1.16e-01      3.67e-03    5.3e-08
1714700      1.37e-01      4.32e-03    5.3e-08
1714800      1.20e-01      3.78e-03    5.3e-08
1714900      1.29e-01      4.08e-03    5.3e-08
1715000      1.37e-01      4.34e-03    5.2e-08
1715100      1.38e-01      4.36e-03    5.2e-08
1715200      1.34e-01      4.23e-03    5.2e-08
1715300      1.40e-01      4.42e-03    5.2e-08
1715400      1.53e-01      4.82e-03    5.2e-08
1715500      1.23e-01      3.88e-03    5.2e-08
1715600      1.46e-01      4.62e-03    5.2e-08
1715700      1.41e-01      4.47e-03    5.2e-08
1715800      1.34e-01      4.23e-03    5.2e-08
1715900      1.32e-01      4.19e-03    5.2e-08
1716000      1.41e-01      4.47e-03    5.2e-08
1716100      1.35e-01      4.26e-03    5.2e-08
1716200      1.40e-01      4.43e-03    5.2e-08
1716300      1.50e-01      4.76e-03    5.2e-08
1716400      1.24e-01      3.93e-03    5.2e-08
1716500      1.37e-01      4.33e-03    5.2e-08
1716600      1.02e-01      3.21e-03    5.2e-08
1716700      1.35e-01      4.28e-03    5.2e-08
1716800      1.15e-01      3.65e-03    5.2e-08
1716900      1.36e-01      4.29e-03    5.2e-08
1717000      1.20e-01      3.78e-03    5.2e-08
1717100      1.17e-01      3.69e-03    5.2e-08
1717200      1.14e-01      3.59e-03    5.2e-08
1717300      1.18e-01      3.74e-03    5.2e-08
1717400      1.23e-01      3.90e-03    5.2e-08
1717500      1.18e-01      3.75e-03    5.2e-08
1717600      1.23e-01      3.88e-03    5.2e-08
1717700      1.21e-01      3.83e-03    5.2e-08
1717800      1.49e-01      4.70e-03    5.2e-08
1717900      1.37e-01      4.33e-03    5.2e-08
1718000      1.20e-01      3.79e-03    5.2e-08
1718100      1.27e-01      4.01e-03    5.2e-08
1718200      1.38e-01      4.37e-03    5.2e-08
1718300      1.17e-01      3.70e-03    5.2e-08
1718400      1.42e-01      4.48e-03    5.2e-08
1718500      1.25e-01      3.94e-03    5.2e-08
1718600      1.35e-01      4.27e-03    5.2e-08
1718700      1.42e-01      4.49e-03    5.2e-08
1718800      1.37e-01      4.33e-03    5.2e-08
1718900      1.37e-01      4.32e-03    5.2e-08
1719000      1.21e-01      3.84e-03    5.2e-08
1719100      1.16e-01      3.67e-03    5.2e-08
1719200      1.17e-01      3.70e-03    5.2e-08
1719300      1.19e-01      3.78e-03    5.2e-08
1719400      1.25e-01      3.97e-03    5.2e-08
1719500      1.36e-01      4.29e-03    5.2e-08
1719600      1.22e-01      3.87e-03    5.2e-08
1719700      1.33e-01      4.22e-03    5.2e-08
1719800      1.33e-01      4.20e-03    5.2e-08
1719900      1.46e-01      4.61e-03    5.2e-08
1720000      1.19e-01      3.75e-03    5.0e-08
1720100      1.24e-01      3.93e-03    5.0e-08
1720200      1.35e-01      4.28e-03    5.0e-08
1720300      1.35e-01      4.27e-03    5.0e-08
1720400      1.25e-01      3.96e-03    5.0e-08
1720500      1.16e-01      3.67e-03    5.0e-08
1720600      9.86e-02      3.12e-03    5.0e-08
1720700      1.10e-01      3.48e-03    5.0e-08
1720800      1.44e-01      4.57e-03    5.0e-08
1720900      1.11e-01      3.51e-03    5.0e-08
1721000      1.41e-01      4.45e-03    5.0e-08
1721100      1.34e-01      4.22e-03    5.0e-08
1721200      1.33e-01      4.22e-03    5.0e-08
1721300      1.07e-01      3.38e-03    5.0e-08
1721400      1.07e-01      3.38e-03    5.0e-08
1721500      1.58e-01      4.99e-03    5.0e-08
1721600      1.37e-01      4.34e-03    5.0e-08
1721700      1.38e-01      4.36e-03    5.0e-08
1721800      1.43e-01      4.51e-03    5.0e-08
1721900      1.29e-01      4.09e-03    5.0e-08
1722000      1.36e-01      4.30e-03    5.0e-08
1722100      1.18e-01      3.74e-03    5.0e-08
1722200      1.07e-01      3.39e-03    5.0e-08
1722300      1.23e-01      3.88e-03    5.0e-08
1722400      1.20e-01      3.80e-03    5.0e-08
1722500      1.27e-01      4.00e-03    5.0e-08
1722600      1.32e-01      4.18e-03    5.0e-08
1722700      1.03e-01      3.26e-03    5.0e-08
1722800      1.39e-01      4.41e-03    5.0e-08
1722900      1.32e-01      4.19e-03    5.0e-08
1723000      1.51e-01      4.78e-03    5.0e-08
1723100      1.35e-01      4.27e-03    5.0e-08
1723200      1.45e-01      4.59e-03    5.0e-08
1723300      1.42e-01      4.49e-03    5.0e-08
1723400      1.49e-01      4.72e-03    5.0e-08
1723500      1.42e-01      4.48e-03    5.0e-08
1723600      1.31e-01      4.13e-03    5.0e-08
1723700      1.47e-01      4.65e-03    5.0e-08
1723800      1.42e-01      4.48e-03    5.0e-08
1723900      1.38e-01      4.37e-03    5.0e-08
1724000      1.39e-01      4.39e-03    5.0e-08
1724100      1.27e-01      4.01e-03    5.0e-08
1724200      1.46e-01      4.62e-03    5.0e-08
1724300      1.50e-01      4.73e-03    5.0e-08
1724400      1.29e-01      4.08e-03    5.0e-08
1724500      1.35e-01      4.27e-03    5.0e-08
1724600      1.20e-01      3.79e-03    5.0e-08
1724700      1.19e-01      3.78e-03    5.0e-08
1724800      1.23e-01      3.88e-03    5.0e-08
1724900      1.52e-01      4.79e-03    5.0e-08
1725000      1.23e-01      3.88e-03    4.9e-08
1725100      1.14e-01      3.61e-03    4.9e-08
1725200      1.18e-01      3.74e-03    4.9e-08
1725300      1.48e-01      4.68e-03    4.9e-08
1725400      1.30e-01      4.12e-03    4.9e-08
1725500      1.36e-01      4.32e-03    4.9e-08
1725600      1.11e-01      3.51e-03    4.9e-08
1725700      1.46e-01      4.63e-03    4.9e-08
1725800      1.36e-01      4.31e-03    4.9e-08
1725900      1.57e-01      4.96e-03    4.9e-08
1726000      1.61e-01      5.09e-03    4.9e-08
1726100      1.57e-01      4.95e-03    4.9e-08
1726200      1.40e-01      4.42e-03    4.9e-08
1726300      1.20e-01      3.80e-03    4.9e-08
1726400      1.36e-01      4.29e-03    4.9e-08
1726500      1.54e-01      4.87e-03    4.9e-08
1726600      1.13e-01      3.58e-03    4.9e-08
1726700      1.27e-01      4.02e-03    4.9e-08
1726800      1.15e-01      3.64e-03    4.9e-08
1726900      1.35e-01      4.26e-03    4.9e-08
1727000      1.26e-01      3.99e-03    4.9e-08
1727100      1.14e-01      3.62e-03    4.9e-08
1727200      1.34e-01      4.22e-03    4.9e-08
1727300      1.52e-01      4.81e-03    4.9e-08
1727400      1.44e-01      4.56e-03    4.9e-08
1727500      1.27e-01      4.00e-03    4.9e-08
1727600      1.58e-01      5.00e-03    4.9e-08
1727700      1.41e-01      4.46e-03    4.9e-08
1727800      1.31e-01      4.15e-03    4.9e-08
1727900      1.34e-01      4.25e-03    4.9e-08
1728000      1.09e-01      3.45e-03    4.9e-08
1728100      1.38e-01      4.36e-03    4.9e-08
1728200      1.13e-01      3.58e-03    4.9e-08
1728300      1.31e-01      4.15e-03    4.9e-08
1728400      1.26e-01      3.98e-03    4.9e-08
1728500      1.27e-01      4.01e-03    4.9e-08
1728600      1.31e-01      4.15e-03    4.9e-08
1728700      1.38e-01      4.35e-03    4.9e-08
1728800      1.21e-01      3.83e-03    4.9e-08
1728900      1.33e-01      4.19e-03    4.9e-08
1729000      1.24e-01      3.92e-03    4.9e-08
1729100      1.26e-01      3.99e-03    4.9e-08
1729200      1.35e-01      4.26e-03    4.9e-08
1729300      1.41e-01      4.47e-03    4.9e-08
1729400      1.43e-01      4.53e-03    4.9e-08
1729500      1.24e-01      3.92e-03    4.9e-08
1729600      1.25e-01      3.94e-03    4.9e-08
1729700      1.32e-01      4.16e-03    4.9e-08
1729800      1.36e-01      4.29e-03    4.9e-08
1729900      1.21e-01      3.82e-03    4.9e-08
1730000      1.18e-01      3.72e-03    4.7e-08
1730100      1.21e-01      3.83e-03    4.7e-08
1730200      1.44e-01      4.55e-03    4.7e-08
1730300      1.09e-01      3.46e-03    4.7e-08
1730400      9.85e-02      3.11e-03    4.7e-08
1730500      1.12e-01      3.54e-03    4.7e-08
1730600      1.42e-01      4.49e-03    4.7e-08
1730700      1.12e-01      3.54e-03    4.7e-08
1730800      1.32e-01      4.17e-03    4.7e-08
1730900      1.27e-01      4.00e-03    4.7e-08
1731000      1.21e-01      3.83e-03    4.7e-08
1731100      1.32e-01      4.19e-03    4.7e-08
1731200      1.11e-01      3.51e-03    4.7e-08
1731300      1.01e-01      3.19e-03    4.7e-08
1731400      1.12e-01      3.54e-03    4.7e-08
1731500      1.27e-01      4.02e-03    4.7e-08
1731600      1.04e-01      3.29e-03    4.7e-08
1731700      1.56e-01      4.95e-03    4.7e-08
1731800      1.39e-01      4.40e-03    4.7e-08
1731900      1.18e-01      3.72e-03    4.7e-08
1732000      1.13e-01      3.58e-03    4.7e-08
1732100      1.36e-01      4.31e-03    4.7e-08
1732200      1.20e-01      3.80e-03    4.7e-08
1732300      9.85e-02      3.11e-03    4.7e-08
1732400      1.32e-01      4.19e-03    4.7e-08
1732500      1.29e-01      4.09e-03    4.7e-08
1732600      1.38e-01      4.38e-03    4.7e-08
1732700      1.27e-01      4.03e-03    4.7e-08
1732800      9.86e-02      3.12e-03    4.7e-08
1732900      1.21e-01      3.81e-03    4.7e-08
1733000      1.41e-01      4.47e-03    4.7e-08
1733100      1.31e-01      4.15e-03    4.7e-08
1733200      1.33e-01      4.19e-03    4.7e-08
1733300      1.34e-01      4.23e-03    4.7e-08
1733400      1.20e-01      3.79e-03    4.7e-08
1733500      1.34e-01      4.23e-03    4.7e-08
1733600      1.18e-01      3.73e-03    4.7e-08
1733700      1.04e-01      3.29e-03    4.7e-08
1733800      1.12e-01      3.54e-03    4.7e-08
1733900      1.52e-01      4.80e-03    4.7e-08
1734000      1.32e-01      4.16e-03    4.7e-08
1734100      1.06e-01      3.35e-03    4.7e-08
1734200      1.41e-01      4.47e-03    4.7e-08
1734300      1.32e-01      4.17e-03    4.7e-08
1734400      1.45e-01      4.58e-03    4.7e-08
1734500      1.35e-01      4.27e-03    4.7e-08
1734600      1.40e-01      4.44e-03    4.7e-08
1734700      1.32e-01      4.17e-03    4.7e-08
1734800      1.36e-01      4.31e-03    4.7e-08
1734900      1.30e-01      4.12e-03    4.7e-08
1735000      1.41e-01      4.45e-03    4.6e-08
1735100      1.45e-01      4.60e-03    4.6e-08
1735200      1.47e-01      4.64e-03    4.6e-08
1735300      1.15e-01      3.64e-03    4.6e-08
1735400      1.35e-01      4.26e-03    4.6e-08
1735500      1.44e-01      4.56e-03    4.6e-08
1735600      1.50e-01      4.74e-03    4.6e-08
1735700      1.19e-01      3.76e-03    4.6e-08
1735800      1.56e-01      4.94e-03    4.6e-08
1735900      1.37e-01      4.35e-03    4.6e-08
1736000      1.17e-01      3.71e-03    4.6e-08
1736100      1.51e-01      4.77e-03    4.6e-08
1736200      1.39e-01      4.39e-03    4.6e-08
1736300      1.57e-01      4.96e-03    4.6e-08
1736400      1.46e-01      4.62e-03    4.6e-08
1736500      1.41e-01      4.45e-03    4.6e-08
1736600      1.28e-01      4.06e-03    4.6e-08
1736700      1.55e-01      4.90e-03    4.6e-08
1736800      1.27e-01      4.03e-03    4.6e-08
1736900      1.49e-01      4.71e-03    4.6e-08
1737000      1.54e-01      4.86e-03    4.6e-08
1737100      1.39e-01      4.40e-03    4.6e-08
1737200      1.50e-01      4.73e-03    4.6e-08
1737300      1.45e-01      4.57e-03    4.6e-08
1737400      1.60e-01      5.05e-03    4.6e-08
1737500      1.10e-01      3.48e-03    4.6e-08
1737600      1.42e-01      4.49e-03    4.6e-08
1737700      1.17e-01      3.71e-03    4.6e-08
1737800      1.11e-01      3.51e-03    4.6e-08
1737900      1.34e-01      4.22e-03    4.6e-08
1738000      1.52e-01      4.79e-03    4.6e-08
1738100      1.09e-01      3.44e-03    4.6e-08
1738200      1.17e-01      3.69e-03    4.6e-08
1738300      1.44e-01      4.55e-03    4.6e-08
1738400      1.10e-01      3.46e-03    4.6e-08
1738500      1.38e-01      4.37e-03    4.6e-08
1738600      1.24e-01      3.91e-03    4.6e-08
1738700      1.64e-01      5.18e-03    4.6e-08
1738800      1.24e-01      3.92e-03    4.6e-08
1738900      1.43e-01      4.52e-03    4.6e-08
1739000      1.43e-01      4.52e-03    4.6e-08
1739100      1.15e-01      3.64e-03    4.6e-08
1739200      1.28e-01      4.04e-03    4.6e-08
1739300      1.34e-01      4.22e-03    4.6e-08
1739400      1.21e-01      3.83e-03    4.6e-08
1739500      1.48e-01      4.69e-03    4.6e-08
1739600      1.48e-01      4.68e-03    4.6e-08
1739700      1.20e-01      3.80e-03    4.6e-08
1739800      1.57e-01      4.98e-03    4.6e-08
1739900      1.06e-01      3.35e-03    4.6e-08
1740000      1.37e-01      4.33e-03    4.5e-08
1740100      1.36e-01      4.31e-03    4.5e-08
1740200      1.32e-01      4.18e-03    4.5e-08
1740300      1.18e-01      3.74e-03    4.5e-08
1740400      1.19e-01      3.78e-03    4.5e-08
1740500      1.37e-01      4.32e-03    4.5e-08
1740600      1.42e-01      4.48e-03    4.5e-08
1740700      1.49e-01      4.73e-03    4.5e-08
1740800      1.39e-01      4.38e-03    4.5e-08
1740900      1.18e-01      3.73e-03    4.5e-08
1741000      1.12e-01      3.53e-03    4.5e-08
1741100      1.44e-01      4.56e-03    4.5e-08
1741200      1.30e-01      4.10e-03    4.5e-08
1741300      1.17e-01      3.71e-03    4.5e-08
1741400      1.15e-01      3.62e-03    4.5e-08
1741500      1.18e-01      3.72e-03    4.5e-08
1741600      1.46e-01      4.61e-03    4.5e-08
1741700      1.36e-01      4.31e-03    4.5e-08
1741800      1.20e-01      3.80e-03    4.5e-08
1741900      1.35e-01      4.28e-03    4.5e-08
1742000      1.40e-01      4.43e-03    4.5e-08
1742100      1.35e-01      4.25e-03    4.5e-08
1742200      1.28e-01      4.05e-03    4.5e-08
1742300      1.54e-01      4.86e-03    4.5e-08
1742400      1.42e-01      4.49e-03    4.5e-08
1742500      1.55e-01      4.92e-03    4.5e-08
