# step       rmse_trn   rmse_lc_trn   lr      
# If there is no available reference data, rmse_*_{val,trn} will print nan
1052800      1.54e-01      4.86e-03    2.4e-06
1052900      1.17e-01      3.69e-03    2.4e-06
1053000      1.04e-01      3.29e-03    2.4e-06
1053100      1.45e-01      4.59e-03    2.4e-06
1053200      1.24e-01      3.92e-03    2.4e-06
1053300      1.28e-01      4.05e-03    2.4e-06
1053400      1.61e-01      5.08e-03    2.4e-06
1053500      1.36e-01      4.29e-03    2.4e-06
1053600      1.40e-01      4.42e-03    2.4e-06
1053700      1.35e-01      4.27e-03    2.4e-06
1053800      1.40e-01      4.43e-03    2.4e-06
1053900      1.56e-01      4.95e-03    2.4e-06
1054000      1.45e-01      4.60e-03    2.4e-06
1054100      1.15e-01      3.63e-03    2.4e-06
1054200      1.27e-01      4.03e-03    2.4e-06
1054300      1.55e-01      4.90e-03    2.4e-06
1054400      1.22e-01      3.86e-03    2.4e-06
1054500      1.27e-01      4.02e-03    2.4e-06
1054600      1.19e-01      3.78e-03    2.4e-06
1054700      1.10e-01      3.48e-03    2.4e-06
1054800      1.15e-01      3.65e-03    2.4e-06
1054900      1.37e-01      4.34e-03    2.4e-06
1055000      1.27e-01      4.02e-03    2.3e-06
1055100      1.38e-01      4.37e-03    2.3e-06
1055200      1.09e-01      3.43e-03    2.3e-06
1055300      1.17e-01      3.70e-03    2.3e-06
1055400      1.33e-01      4.20e-03    2.3e-06
1055500      1.02e-01      3.24e-03    2.3e-06
1055600      1.32e-01      4.16e-03    2.3e-06
1055700      1.20e-01      3.80e-03    2.3e-06
1055800      1.11e-01      3.51e-03    2.3e-06
1055900      1.30e-01      4.11e-03    2.3e-06
1056000      1.27e-01      4.02e-03    2.3e-06
1056100      1.43e-01      4.53e-03    2.3e-06
1056200      1.36e-01      4.31e-03    2.3e-06
1056300      1.22e-01      3.87e-03    2.3e-06
1056400      1.10e-01      3.49e-03    2.3e-06
1056500      1.41e-01      4.46e-03    2.3e-06
1056600      1.04e-01      3.30e-03    2.3e-06
1056700      1.45e-01      4.59e-03    2.3e-06
1056800      1.47e-01      4.65e-03    2.3e-06
1056900      1.51e-01      4.78e-03    2.3e-06
1057000      1.02e-01      3.22e-03    2.3e-06
1057100      1.15e-01      3.64e-03    2.3e-06
1057200      1.40e-01      4.44e-03    2.3e-06
1057300      1.53e-01      4.85e-03    2.3e-06
1057400      1.12e-01      3.55e-03    2.3e-06
1057500      1.42e-01      4.49e-03    2.3e-06
1057600      1.25e-01      3.95e-03    2.3e-06
1057700      1.30e-01      4.11e-03    2.3e-06
1057800      1.08e-01      3.40e-03    2.3e-06
1057900      1.45e-01      4.57e-03    2.3e-06
1058000      1.18e-01      3.75e-03    2.3e-06
1058100      1.45e-01      4.60e-03    2.3e-06
1058200      1.48e-01      4.69e-03    2.3e-06
1058300      1.35e-01      4.27e-03    2.3e-06
1058400      1.09e-01      3.46e-03    2.3e-06
1058500      1.27e-01      4.03e-03    2.3e-06
1058600      1.08e-01      3.41e-03    2.3e-06
1058700      1.35e-01      4.26e-03    2.3e-06
1058800      1.27e-01      4.02e-03    2.3e-06
1058900      1.34e-01      4.23e-03    2.3e-06
1059000      1.47e-01      4.66e-03    2.3e-06
1059100      1.47e-01      4.66e-03    2.3e-06
1059200      1.34e-01      4.22e-03    2.3e-06
1059300      1.22e-01      3.86e-03    2.3e-06
1059400      1.32e-01      4.16e-03    2.3e-06
1059500      1.21e-01      3.82e-03    2.3e-06
1059600      1.29e-01      4.09e-03    2.3e-06
1059700      1.27e-01      4.03e-03    2.3e-06
1059800      1.07e-01      3.37e-03    2.3e-06
1059900      1.01e-01      3.19e-03    2.3e-06
1060000      1.22e-01      3.87e-03    2.2e-06
1060100      1.11e-01      3.51e-03    2.2e-06
1060200      1.32e-01      4.19e-03    2.2e-06
1060300      1.07e-01      3.38e-03    2.2e-06
1060400      1.22e-01      3.85e-03    2.2e-06
1060500      1.37e-01      4.35e-03    2.2e-06
1060600      1.42e-01      4.50e-03    2.2e-06
1060700      1.32e-01      4.16e-03    2.2e-06
1060800      1.16e-01      3.67e-03    2.2e-06
1060900      1.20e-01      3.79e-03    2.2e-06
1061000      1.47e-01      4.64e-03    2.2e-06
1061100      1.21e-01      3.82e-03    2.2e-06
1061200      1.40e-01      4.44e-03    2.2e-06
1061300      1.43e-01      4.52e-03    2.2e-06
1061400      1.36e-01      4.29e-03    2.2e-06
1061500      1.35e-01      4.27e-03    2.2e-06
1061600      1.27e-01      4.01e-03    2.2e-06
1061700      1.06e-01      3.34e-03    2.2e-06
1061800      1.22e-01      3.86e-03    2.2e-06
1061900      1.07e-01      3.37e-03    2.2e-06
1062000      1.20e-01      3.79e-03    2.2e-06
1062100      1.34e-01      4.23e-03    2.2e-06
1062200      1.20e-01      3.78e-03    2.2e-06
1062300      1.27e-01      4.00e-03    2.2e-06
1062400      1.09e-01      3.45e-03    2.2e-06
1062500      1.12e-01      3.55e-03    2.2e-06
1062600      1.15e-01      3.64e-03    2.2e-06
1062700      1.45e-01      4.58e-03    2.2e-06
1062800      9.58e-02      3.03e-03    2.2e-06
1062900      1.41e-01      4.46e-03    2.2e-06
1063000      1.25e-01      3.97e-03    2.2e-06
1063100      1.49e-01      4.71e-03    2.2e-06
1063200      1.36e-01      4.31e-03    2.2e-06
1063300      1.38e-01      4.37e-03    2.2e-06
1063400      1.17e-01      3.70e-03    2.2e-06
1063500      1.16e-01      3.68e-03    2.2e-06
1063600      1.30e-01      4.10e-03    2.2e-06
1063700      1.35e-01      4.27e-03    2.2e-06
1063800      1.18e-01      3.73e-03    2.2e-06
1063900      1.13e-01      3.56e-03    2.2e-06
1064000      1.10e-01      3.46e-03    2.2e-06
1064100      1.30e-01      4.13e-03    2.2e-06
1064200      1.31e-01      4.16e-03    2.2e-06
1064300      1.17e-01      3.69e-03    2.2e-06
1064400      1.47e-01      4.64e-03    2.2e-06
1064500      1.33e-01      4.21e-03    2.2e-06
1064600      1.27e-01      4.02e-03    2.2e-06
1064700      1.33e-01      4.21e-03    2.2e-06
1064800      9.91e-02      3.13e-03    2.2e-06
1064900      1.45e-01      4.59e-03    2.2e-06
1065000      1.03e-01      3.27e-03    2.2e-06
1065100      1.22e-01      3.85e-03    2.2e-06
1065200      1.57e-01      4.95e-03    2.2e-06
1065300      1.42e-01      4.50e-03    2.2e-06
1065400      1.19e-01      3.77e-03    2.2e-06
1065500      1.39e-01      4.38e-03    2.2e-06
1065600      1.54e-01      4.87e-03    2.2e-06
1065700      1.37e-01      4.33e-03    2.2e-06
1065800      1.42e-01      4.50e-03    2.2e-06
1065900      1.49e-01      4.72e-03    2.2e-06
1066000      1.34e-01      4.25e-03    2.2e-06
1066100      1.31e-01      4.14e-03    2.2e-06
1066200      1.31e-01      4.15e-03    2.2e-06
1066300      1.21e-01      3.84e-03    2.2e-06
1066400      1.27e-01      4.00e-03    2.2e-06
1066500      1.39e-01      4.40e-03    2.2e-06
1066600      9.43e-02      2.98e-03    2.2e-06
1066700      1.25e-01      3.95e-03    2.2e-06
1066800      1.20e-01      3.79e-03    2.2e-06
1066900      1.16e-01      3.66e-03    2.2e-06
1067000      1.15e-01      3.63e-03    2.2e-06
1067100      1.36e-01      4.29e-03    2.2e-06
1067200      1.38e-01      4.37e-03    2.2e-06
1067300      1.56e-01      4.93e-03    2.2e-06
1067400      1.16e-01      3.68e-03    2.2e-06
1067500      1.37e-01      4.35e-03    2.2e-06
1067600      1.41e-01      4.47e-03    2.2e-06
1067700      1.51e-01      4.78e-03    2.2e-06
1067800      1.44e-01      4.56e-03    2.2e-06
1067900      1.20e-01      3.80e-03    2.2e-06
1068000      1.18e-01      3.72e-03    2.2e-06
1068100      1.39e-01      4.39e-03    2.2e-06
1068200      1.48e-01      4.69e-03    2.2e-06
1068300      1.30e-01      4.11e-03    2.2e-06
1068400      1.23e-01      3.89e-03    2.2e-06
1068500      1.38e-01      4.37e-03    2.2e-06
1068600      1.04e-01      3.29e-03    2.2e-06
1068700      1.41e-01      4.47e-03    2.2e-06
1068800      1.43e-01      4.54e-03    2.2e-06
1068900      1.12e-01      3.53e-03    2.2e-06
1069000      1.29e-01      4.09e-03    2.2e-06
1069100      1.51e-01      4.76e-03    2.2e-06
1069200      1.46e-01      4.62e-03    2.2e-06
1069300      1.28e-01      4.04e-03    2.2e-06
1069400      1.31e-01      4.13e-03    2.2e-06
1069500      1.07e-01      3.37e-03    2.2e-06
1069600      1.32e-01      4.17e-03    2.2e-06
1069700      1.15e-01      3.63e-03    2.2e-06
1069800      1.13e-01      3.57e-03    2.2e-06
1069900      1.04e-01      3.28e-03    2.2e-06
1070000      1.42e-01      4.48e-03    2.1e-06
1070100      1.32e-01      4.18e-03    2.1e-06
1070200      1.26e-01      3.99e-03    2.1e-06
1070300      1.36e-01      4.30e-03    2.1e-06
1070400      1.18e-01      3.73e-03    2.1e-06
1070500      1.18e-01      3.73e-03    2.1e-06
1070600      1.10e-01      3.48e-03    2.1e-06
1070700      1.31e-01      4.14e-03    2.1e-06
1070800      1.52e-01      4.81e-03    2.1e-06
1070900      9.97e-02      3.15e-03    2.1e-06
1071000      1.44e-01      4.54e-03    2.1e-06
1071100      1.33e-01      4.22e-03    2.1e-06
1071200      1.41e-01      4.46e-03    2.1e-06
1071300      1.14e-01      3.62e-03    2.1e-06
1071400      1.51e-01      4.77e-03    2.1e-06
1071500      1.23e-01      3.90e-03    2.1e-06
1071600      1.25e-01      3.96e-03    2.1e-06
1071700      1.47e-01      4.66e-03    2.1e-06
1071800      1.53e-01      4.82e-03    2.1e-06
1071900      1.48e-01      4.68e-03    2.1e-06
1072000      1.38e-01      4.36e-03    2.1e-06
1072100      1.15e-01      3.65e-03    2.1e-06
1072200      1.54e-01      4.86e-03    2.1e-06
1072300      1.21e-01      3.84e-03    2.1e-06
1072400      1.48e-01      4.66e-03    2.1e-06
1072500      1.41e-01      4.47e-03    2.1e-06
1072600      1.24e-01      3.91e-03    2.1e-06
1072700      1.13e-01      3.57e-03    2.1e-06
1072800      1.34e-01      4.24e-03    2.1e-06
1072900      1.39e-01      4.40e-03    2.1e-06
1073000      1.50e-01      4.73e-03    2.1e-06
1073100      1.33e-01      4.20e-03    2.1e-06
1073200      1.42e-01      4.49e-03    2.1e-06
1073300      1.07e-01      3.37e-03    2.1e-06
1073400      1.04e-01      3.28e-03    2.1e-06
1073500      1.55e-01      4.91e-03    2.1e-06
1073600      1.47e-01      4.66e-03    2.1e-06
1073700      1.48e-01      4.67e-03    2.1e-06
1073800      1.09e-01      3.44e-03    2.1e-06
1073900      1.07e-01      3.39e-03    2.1e-06
1074000      1.19e-01      3.78e-03    2.1e-06
1074100      1.42e-01      4.49e-03    2.1e-06
1074200      1.36e-01      4.30e-03    2.1e-06
1074300      1.33e-01      4.21e-03    2.1e-06
1074400      1.27e-01      4.00e-03    2.1e-06
1074500      1.44e-01      4.55e-03    2.1e-06
1074600      1.54e-01      4.86e-03    2.1e-06
1074700      1.29e-01      4.07e-03    2.1e-06
1074800      1.35e-01      4.27e-03    2.1e-06
1074900      1.48e-01      4.67e-03    2.1e-06
1075000      1.43e-01      4.52e-03    2.1e-06
1075100      1.25e-01      3.97e-03    2.1e-06
1075200      1.19e-01      3.77e-03    2.1e-06
1075300      1.42e-01      4.50e-03    2.1e-06
1075400      1.02e-01      3.22e-03    2.1e-06
1075500      1.52e-01      4.79e-03    2.1e-06
1075600      1.20e-01      3.78e-03    2.1e-06
1075700      1.45e-01      4.58e-03    2.1e-06
1075800      1.42e-01      4.48e-03    2.1e-06
1075900      1.28e-01      4.04e-03    2.1e-06
1076000      1.03e-01      3.26e-03    2.1e-06
1076100      1.39e-01      4.40e-03    2.1e-06
1076200      1.42e-01      4.50e-03    2.1e-06
1076300      1.16e-01      3.67e-03    2.1e-06
1076400      1.15e-01      3.65e-03    2.1e-06
1076500      1.24e-01      3.92e-03    2.1e-06
1076600      1.13e-01      3.56e-03    2.1e-06
1076700      1.15e-01      3.64e-03    2.1e-06
1076800      1.38e-01      4.36e-03    2.1e-06
1076900      1.04e-01      3.30e-03    2.1e-06
1077000      1.43e-01      4.53e-03    2.1e-06
1077100      1.47e-01      4.65e-03    2.1e-06
1077200      1.40e-01      4.42e-03    2.1e-06
1077300      1.48e-01      4.70e-03    2.1e-06
1077400      1.34e-01      4.25e-03    2.1e-06
1077500      1.45e-01      4.58e-03    2.1e-06
1077600      1.23e-01      3.90e-03    2.1e-06
1077700      1.03e-01      3.26e-03    2.1e-06
1077800      1.65e-01      5.21e-03    2.1e-06
1077900      1.15e-01      3.64e-03    2.1e-06
1078000      1.42e-01      4.49e-03    2.1e-06
1078100      1.01e-01      3.21e-03    2.1e-06
1078200      1.36e-01      4.29e-03    2.1e-06
1078300      1.31e-01      4.15e-03    2.1e-06
1078400      1.26e-01      3.98e-03    2.1e-06
1078500      9.64e-02      3.05e-03    2.1e-06
1078600      1.57e-01      4.96e-03    2.1e-06
1078700      1.02e-01      3.22e-03    2.1e-06
1078800      1.45e-01      4.60e-03    2.1e-06
1078900      1.24e-01      3.91e-03    2.1e-06
1079000      1.22e-01      3.85e-03    2.1e-06
1079100      1.40e-01      4.44e-03    2.1e-06
1079200      1.14e-01      3.61e-03    2.1e-06
1079300      1.09e-01      3.44e-03    2.1e-06
1079400      1.11e-01      3.51e-03    2.1e-06
1079500      1.25e-01      3.96e-03    2.1e-06
1079600      1.67e-01      5.27e-03    2.1e-06
1079700      1.14e-01      3.60e-03    2.1e-06
1079800      1.20e-01      3.80e-03    2.1e-06
1079900      1.52e-01      4.81e-03    2.1e-06
1080000      1.36e-01      4.29e-03    2.0e-06
1080100      1.07e-01      3.38e-03    2.0e-06
1080200      1.02e-01      3.23e-03    2.0e-06
1080300      1.39e-01      4.39e-03    2.0e-06
1080400      1.37e-01      4.33e-03    2.0e-06
1080500      1.06e-01      3.34e-03    2.0e-06
1080600      1.33e-01      4.22e-03    2.0e-06
1080700      1.33e-01      4.20e-03    2.0e-06
1080800      1.45e-01      4.59e-03    2.0e-06
1080900      1.16e-01      3.67e-03    2.0e-06
1081000      1.32e-01      4.17e-03    2.0e-06
1081100      1.24e-01      3.92e-03    2.0e-06
1081200      1.32e-01      4.16e-03    2.0e-06
1081300      1.32e-01      4.18e-03    2.0e-06
1081400      1.01e-01      3.19e-03    2.0e-06
1081500      1.41e-01      4.45e-03    2.0e-06
1081600      1.37e-01      4.33e-03    2.0e-06
1081700      1.23e-01      3.88e-03    2.0e-06
1081800      1.42e-01      4.49e-03    2.0e-06
1081900      1.28e-01      4.05e-03    2.0e-06
1082000      1.15e-01      3.64e-03    2.0e-06
1082100      1.33e-01      4.20e-03    2.0e-06
1082200      1.53e-01      4.84e-03    2.0e-06
1082300      1.35e-01      4.27e-03    2.0e-06
1082400      1.28e-01      4.04e-03    2.0e-06
1082500      1.12e-01      3.54e-03    2.0e-06
1082600      1.43e-01      4.51e-03    2.0e-06
1082700      1.56e-01      4.93e-03    2.0e-06
1082800      1.41e-01      4.46e-03    2.0e-06
1082900      9.28e-02      2.93e-03    2.0e-06
1083000      1.11e-01      3.51e-03    2.0e-06
1083100      1.26e-01      3.99e-03    2.0e-06
1083200      1.23e-01      3.90e-03    2.0e-06
1083300      1.31e-01      4.14e-03    2.0e-06
1083400      1.44e-01      4.54e-03    2.0e-06
1083500      1.29e-01      4.08e-03    2.0e-06
1083600      1.53e-01      4.83e-03    2.0e-06
1083700      1.18e-01      3.73e-03    2.0e-06
1083800      1.15e-01      3.65e-03    2.0e-06
1083900      1.13e-01      3.57e-03    2.0e-06
1084000      1.40e-01      4.42e-03    2.0e-06
1084100      1.40e-01      4.43e-03    2.0e-06
1084200      1.39e-01      4.38e-03    2.0e-06
1084300      1.48e-01      4.69e-03    2.0e-06
1084400      1.44e-01      4.54e-03    2.0e-06
1084500      1.53e-01      4.84e-03    2.0e-06
1084600      1.25e-01      3.94e-03    2.0e-06
1084700      1.38e-01      4.37e-03    2.0e-06
1084800      1.39e-01      4.39e-03    2.0e-06
1084900      1.18e-01      3.72e-03    2.0e-06
1085000      1.16e-01      3.67e-03    1.9e-06
1085100      1.17e-01      3.69e-03    1.9e-06
1085200      1.36e-01      4.29e-03    1.9e-06
1085300      1.40e-01      4.43e-03    1.9e-06
1085400      1.48e-01      4.67e-03    1.9e-06
1085500      1.06e-01      3.36e-03    1.9e-06
1085600      1.51e-01      4.78e-03    1.9e-06
1085700      1.43e-01      4.52e-03    1.9e-06
1085800      1.42e-01      4.48e-03    1.9e-06
1085900      1.10e-01      3.48e-03    1.9e-06
1086000      1.22e-01      3.85e-03    1.9e-06
1086100      1.39e-01      4.40e-03    1.9e-06
1086200      1.09e-01      3.44e-03    1.9e-06
1086300      1.31e-01      4.16e-03    1.9e-06
1086400      1.37e-01      4.33e-03    1.9e-06
1086500      1.20e-01      3.81e-03    1.9e-06
1086600      1.38e-01      4.37e-03    1.9e-06
1086700      1.17e-01      3.69e-03    1.9e-06
1086800      1.07e-01      3.37e-03    1.9e-06
1086900      1.37e-01      4.34e-03    1.9e-06
1087000      1.15e-01      3.65e-03    1.9e-06
1087100      1.37e-01      4.32e-03    1.9e-06
1087200      1.45e-01      4.59e-03    1.9e-06
1087300      1.49e-01      4.72e-03    1.9e-06
1087400      1.11e-01      3.51e-03    1.9e-06
1087500      1.13e-01      3.56e-03    1.9e-06
1087600      1.29e-01      4.07e-03    1.9e-06
1087700      1.42e-01      4.48e-03    1.9e-06
1087800      1.17e-01      3.69e-03    1.9e-06
1087900      1.30e-01      4.12e-03    1.9e-06
1088000      1.23e-01      3.89e-03    1.9e-06
1088100      1.21e-01      3.82e-03    1.9e-06
1088200      1.49e-01      4.72e-03    1.9e-06
1088300      1.25e-01      3.94e-03    1.9e-06
1088400      9.99e-02      3.16e-03    1.9e-06
1088500      1.32e-01      4.17e-03    1.9e-06
1088600      1.24e-01      3.93e-03    1.9e-06
1088700      1.46e-01      4.63e-03    1.9e-06
1088800      1.43e-01      4.51e-03    1.9e-06
1088900      1.58e-01      5.00e-03    1.9e-06
1089000      1.07e-01      3.38e-03    1.9e-06
1089100      1.35e-01      4.28e-03    1.9e-06
1089200      1.42e-01      4.48e-03    1.9e-06
1089300      1.39e-01      4.39e-03    1.9e-06
1089400      1.14e-01      3.62e-03    1.9e-06
1089500      1.12e-01      3.54e-03    1.9e-06
1089600      1.16e-01      3.66e-03    1.9e-06
1089700      1.21e-01      3.83e-03    1.9e-06
1089800      1.18e-01      3.73e-03    1.9e-06
1089900      1.42e-01      4.48e-03    1.9e-06
1090000      1.40e-01      4.42e-03    1.9e-06
1090100      1.37e-01      4.32e-03    1.9e-06
1090200      1.32e-01      4.17e-03    1.9e-06
1090300      1.45e-01      4.58e-03    1.9e-06
1090400      1.46e-01      4.62e-03    1.9e-06
1090500      1.50e-01      4.75e-03    1.9e-06
1090600      1.52e-01      4.80e-03    1.9e-06
1090700      1.28e-01      4.06e-03    1.9e-06
1090800      1.68e-01      5.30e-03    1.9e-06
1090900      1.16e-01      3.67e-03    1.9e-06
1091000      1.20e-01      3.79e-03    1.9e-06
1091100      1.12e-01      3.54e-03    1.9e-06
1091200      1.37e-01      4.32e-03    1.9e-06
1091300      1.32e-01      4.18e-03    1.9e-06
1091400      1.15e-01      3.63e-03    1.9e-06
1091500      1.42e-01      4.49e-03    1.9e-06
1091600      1.24e-01      3.93e-03    1.9e-06
1091700      1.45e-01      4.59e-03    1.9e-06
1091800      1.37e-01      4.33e-03    1.9e-06
1091900      1.23e-01      3.89e-03    1.9e-06
1092000      1.01e-01      3.20e-03    1.9e-06
1092100      1.35e-01      4.27e-03    1.9e-06
1092200      1.38e-01      4.38e-03    1.9e-06
1092300      1.17e-01      3.71e-03    1.9e-06
1092400      1.22e-01      3.85e-03    1.9e-06
1092500      1.43e-01      4.52e-03    1.9e-06
1092600      9.87e-02      3.12e-03    1.9e-06
1092700      1.21e-01      3.84e-03    1.9e-06
1092800      1.16e-01      3.68e-03    1.9e-06
