# step       rmse_trn    rmse_e_trn    rmse_f_trn   lr      
# If there is no available reference data, rmse_*_{val,trn} will print nan
1238300      3.93e-02      2.91e-04      2.88e-02    8.2e-07
1238400      4.01e-02      7.76e-05      2.97e-02    8.2e-07
1238500      3.69e-02      2.47e-04      2.72e-02    8.2e-07
1238600      3.54e-02      8.08e-05      2.63e-02    8.2e-07
1238700      3.94e-02      1.42e-04      2.91e-02    8.2e-07
1238800      3.60e-02      1.28e-04      2.66e-02    8.2e-07
1238900      3.65e-02      2.96e-04      2.68e-02    8.2e-07
1239000      4.07e-02      2.51e-04      3.00e-02    8.2e-07
1239100      3.61e-02      1.64e-05      2.68e-02    8.2e-07
1239200      3.97e-02      1.57e-04      2.94e-02    8.2e-07
1239300      3.76e-02      2.44e-04      2.76e-02    8.2e-07
1239400      3.56e-02      2.75e-04      2.61e-02    8.2e-07
1239500      3.73e-02      3.89e-04      2.71e-02    8.2e-07
1239600      3.55e-02      1.98e-04      2.61e-02    8.2e-07
1239700      3.77e-02      2.86e-04      2.77e-02    8.2e-07
1239800      4.09e-02      4.75e-04      2.95e-02    8.2e-07
1239900      4.35e-02      4.54e-04      3.16e-02    8.2e-07
1240000      3.58e-02      1.65e-05      2.67e-02    7.9e-07
1240100      4.15e-02      7.75e-05      3.10e-02    7.9e-07
1240200      4.10e-02      1.98e-04      3.04e-02    7.9e-07
1240300      3.84e-02      3.99e-04      2.81e-02    7.9e-07
1240400      4.33e-02      3.92e-04      3.18e-02    7.9e-07
1240500      3.87e-02      1.21e-05      2.89e-02    7.9e-07
1240600      3.30e-02      5.03e-05      2.46e-02    7.9e-07
1240700      3.97e-02      4.36e-05      2.97e-02    7.9e-07
1240800      3.68e-02      5.02e-05      2.75e-02    7.9e-07
1240900      3.70e-02      4.10e-04      2.70e-02    7.9e-07
1241000      4.13e-02      3.48e-04      3.04e-02    7.9e-07
1241100      3.78e-02      9.22e-05      2.82e-02    7.9e-07
1241200      3.76e-02      4.67e-04      2.72e-02    7.9e-07
1241300      3.64e-02      2.94e-04      2.68e-02    7.9e-07
1241400      3.65e-02      1.38e-04      2.72e-02    7.9e-07
1241500      4.03e-02      4.29e-04      2.94e-02    7.9e-07
1241600      3.74e-02      1.23e-04      2.78e-02    7.9e-07
1241700      3.75e-02      5.22e-04      2.69e-02    7.9e-07
1241800      3.88e-02      5.33e-04      2.79e-02    7.9e-07
1241900      3.86e-02      4.51e-04      2.81e-02    7.9e-07
1242000      3.90e-02      1.79e-04      2.90e-02    7.9e-07
1242100      3.65e-02      3.59e-04      2.67e-02    7.9e-07
1242200      3.73e-02      1.86e-04      2.77e-02    7.9e-07
1242300      3.89e-02      2.40e-04      2.88e-02    7.9e-07
1242400      3.81e-02      3.84e-04      2.79e-02    7.9e-07
1242500      3.55e-02      2.99e-04      2.61e-02    7.9e-07
1242600      4.02e-02      6.92e-05      3.00e-02    7.9e-07
1242700      3.93e-02      8.69e-05      2.93e-02    7.9e-07
1242800      4.10e-02      2.45e-04      3.04e-02    7.9e-07
1242900      3.55e-02      1.10e-04      2.64e-02    7.9e-07
1243000      3.75e-02      1.57e-04      2.79e-02    7.9e-07
1243100      3.59e-02      1.14e-04      2.68e-02    7.9e-07
1243200      3.81e-02      1.11e-04      2.84e-02    7.9e-07
1243300      3.85e-02      9.15e-05      2.87e-02    7.9e-07
1243400      4.07e-02      2.41e-04      3.02e-02    7.9e-07
1243500      3.83e-02      5.78e-05      2.86e-02    7.9e-07
1243600      3.91e-02      1.68e-04      2.91e-02    7.9e-07
1243700      4.08e-02      7.55e-04      2.84e-02    7.9e-07
1243800      3.71e-02      5.29e-05      2.77e-02    7.9e-07
1243900      3.56e-02      9.01e-05      2.66e-02    7.9e-07
1244000      3.49e-02      1.11e-04      2.60e-02    7.9e-07
1244100      4.16e-02      2.89e-04      3.08e-02    7.9e-07
1244200      3.83e-02      1.42e-04      2.85e-02    7.9e-07
1244300      3.79e-02      4.02e-04      2.77e-02    7.9e-07
1244400      3.67e-02      3.57e-04      2.69e-02    7.9e-07
1244500      3.50e-02      1.40e-04      2.60e-02    7.9e-07
1244600      3.34e-02      2.53e-05      2.49e-02    7.9e-07
1244700      3.68e-02      3.32e-04      2.71e-02    7.9e-07
1244800      3.67e-02      3.70e-04      2.69e-02    7.9e-07
1244900      4.37e-02      6.49e-04      3.12e-02    7.9e-07
1245000      3.52e-02      5.35e-05      2.64e-02    7.7e-07
1245100      3.42e-02      1.39e-04      2.56e-02    7.7e-07
1245200      3.23e-02      8.24e-06      2.43e-02    7.7e-07
1245300      3.53e-02      1.18e-04      2.65e-02    7.7e-07
1245400      3.92e-02      4.37e-04      2.87e-02    7.7e-07
1245500      3.89e-02      1.32e-04      2.91e-02    7.7e-07
1245600      3.53e-02      5.19e-04      2.54e-02    7.7e-07
1245700      3.75e-02      3.57e-04      2.77e-02    7.7e-07
1245800      3.76e-02      3.17e-04      2.79e-02    7.7e-07
1245900      3.79e-02      3.84e-04      2.79e-02    7.7e-07
1246000      3.85e-02      1.36e-04      2.88e-02    7.7e-07
1246100      3.97e-02      1.03e-04      2.98e-02    7.7e-07
1246200      3.29e-02      2.46e-07      2.47e-02    7.7e-07
1246300      3.90e-02      3.43e-04      2.89e-02    7.7e-07
1246400      3.43e-02      3.51e-04      2.53e-02    7.7e-07
1246500      3.82e-02      5.88e-04      2.73e-02    7.7e-07
1246600      3.62e-02      2.35e-04      2.70e-02    7.7e-07
1246700      3.68e-02      8.28e-04      2.48e-02    7.7e-07
1246800      4.15e-02      2.20e-04      3.10e-02    7.7e-07
1246900      3.73e-02      1.56e-04      2.80e-02    7.7e-07
1247000      4.05e-02      2.79e-05      3.04e-02    7.7e-07
1247100      3.89e-02      4.74e-04      2.84e-02    7.7e-07
1247200      4.03e-02      3.30e-04      2.99e-02    7.7e-07
1247300      3.58e-02      1.93e-04      2.68e-02    7.7e-07
1247400      3.67e-02      1.71e-04      2.75e-02    7.7e-07
1247500      3.64e-02      3.58e-04      2.69e-02    7.7e-07
1247600      3.64e-02      7.77e-05      2.73e-02    7.7e-07
1247700      3.68e-02      1.78e-04      2.75e-02    7.7e-07
1247800      4.13e-02      1.77e-04      3.09e-02    7.7e-07
1247900      4.00e-02      5.02e-04      2.91e-02    7.7e-07
1248000      3.86e-02      4.67e-04      2.82e-02    7.7e-07
1248100      3.77e-02      4.56e-04      2.75e-02    7.7e-07
1248200      4.12e-02      8.70e-05      3.10e-02    7.7e-07
1248300      3.45e-02      1.80e-04      2.58e-02    7.7e-07
1248400      3.59e-02      3.66e-04      2.64e-02    7.7e-07
1248500      3.65e-02      2.31e-04      2.72e-02    7.7e-07
1248600      3.83e-02      3.37e-06      2.88e-02    7.7e-07
1248700      3.46e-02      1.64e-04      2.59e-02    7.7e-07
1248800      3.71e-02      1.53e-04      2.78e-02    7.7e-07
1248900      4.13e-02      1.29e-04      3.09e-02    7.7e-07
1249000      3.47e-02      2.11e-04      2.59e-02    7.7e-07
1249100      3.73e-02      1.17e-04      2.80e-02    7.7e-07
1249200      3.90e-02      2.88e-04      2.90e-02    7.7e-07
1249300      3.97e-02      1.20e-04      2.98e-02    7.7e-07
1249400      4.03e-02      1.53e-04      3.02e-02    7.7e-07
1249500      3.89e-02      4.48e-04      2.85e-02    7.7e-07
1249600      4.31e-02      6.46e-05      3.24e-02    7.7e-07
1249700      3.84e-02      4.21e-05      2.89e-02    7.7e-07
1249800      3.79e-02      1.61e-04      2.84e-02    7.7e-07
1249900      3.62e-02      2.29e-05      2.72e-02    7.7e-07
1250000      3.84e-02      4.66e-06      2.91e-02    7.5e-07
1250100      3.73e-02      1.08e-04      2.82e-02    7.5e-07
1250200      4.27e-02      1.26e-04      3.22e-02    7.5e-07
1250300      3.61e-02      1.81e-04      2.72e-02    7.5e-07
1250400      3.49e-02      5.50e-04      2.51e-02    7.5e-07
1250500      3.97e-02      1.41e-04      3.00e-02    7.5e-07
1250600      3.86e-02      1.74e-04      2.91e-02    7.5e-07
1250700      4.13e-02      2.81e-04      3.09e-02    7.5e-07
1250800      3.74e-02      2.20e-04      2.81e-02    7.5e-07
1250900      3.94e-02      1.54e-04      2.97e-02    7.5e-07
1251000      3.48e-02      1.77e-04      2.62e-02    7.5e-07
1251100      3.84e-02      4.73e-04      2.82e-02    7.5e-07
1251200      3.41e-02      2.17e-04      2.56e-02    7.5e-07
1251300      3.92e-02      6.46e-05      2.96e-02    7.5e-07
1251400      3.77e-02      8.91e-06      2.85e-02    7.5e-07
1251500      3.97e-02      5.54e-04      2.89e-02    7.5e-07
1251600      3.72e-02      3.15e-04      2.77e-02    7.5e-07
1251700      3.96e-02      4.40e-05      2.99e-02    7.5e-07
1251800      3.34e-02      3.07e-04      2.49e-02    7.5e-07
1251900      3.62e-02      4.36e-04      2.66e-02    7.5e-07
1252000      3.81e-02      3.29e-04      2.84e-02    7.5e-07
1252100      3.79e-02      1.50e-04      2.86e-02    7.5e-07
1252200      3.75e-02      1.38e-04      2.83e-02    7.5e-07
1252300      3.63e-02      4.20e-04      2.67e-02    7.5e-07
1252400      3.84e-02      3.21e-04      2.87e-02    7.5e-07
1252500      3.66e-02      3.81e-04      2.71e-02    7.5e-07
1252600      4.06e-02      1.12e-04      3.06e-02    7.5e-07
1252700      4.06e-02      4.86e-04      2.99e-02    7.5e-07
1252800      3.69e-02      2.53e-04      2.76e-02    7.5e-07
1252900      3.86e-02      1.37e-04      2.91e-02    7.5e-07
1253000      4.18e-02      4.94e-04      3.08e-02    7.5e-07
1253100      3.50e-02      2.10e-04      2.63e-02    7.5e-07
1253200      3.77e-02      3.94e-05      2.85e-02    7.5e-07
1253300      3.88e-02      9.69e-05      2.93e-02    7.5e-07
1253400      3.60e-02      2.74e-04      2.69e-02    7.5e-07
1253500      4.44e-02      2.16e-04      3.34e-02    7.5e-07
1253600      3.76e-02      3.43e-04      2.80e-02    7.5e-07
1253700      3.57e-02      4.37e-04      2.62e-02    7.5e-07
1253800      3.75e-02      4.66e-04      2.75e-02    7.5e-07
1253900      3.90e-02      6.48e-04      2.79e-02    7.5e-07
1254000      3.71e-02      5.62e-05      2.81e-02    7.5e-07
1254100      3.62e-02      6.43e-04      2.57e-02    7.5e-07
1254200      3.54e-02      3.65e-04      2.62e-02    7.5e-07
1254300      3.51e-02      2.16e-04      2.64e-02    7.5e-07
1254400      3.37e-02      3.84e-04      2.48e-02    7.5e-07
1254500      3.62e-02      1.33e-04      2.73e-02    7.5e-07
1254600      3.73e-02      1.48e-04      2.81e-02    7.5e-07
1254700      3.95e-02      4.89e-04      2.89e-02    7.5e-07
1254800      3.89e-02      6.66e-04      2.77e-02    7.5e-07
1254900      3.84e-02      3.17e-04      2.87e-02    7.5e-07
1255000      4.01e-02      4.06e-04      2.99e-02    7.3e-07
1255100      3.66e-02      1.71e-04      2.77e-02    7.3e-07
1255200      3.99e-02      5.99e-04      2.90e-02    7.3e-07
1255300      3.64e-02      1.50e-04      2.76e-02    7.3e-07
1255400      3.54e-02      1.37e-04      2.68e-02    7.3e-07
1255500      3.75e-02      2.32e-04      2.83e-02    7.3e-07
1255600      3.49e-02      1.79e-04      2.64e-02    7.3e-07
1255700      3.48e-02      1.35e-04      2.64e-02    7.3e-07
1255800      3.63e-02      1.16e-04      2.76e-02    7.3e-07
1255900      3.55e-02      1.94e-04      2.68e-02    7.3e-07
1256000      3.95e-02      5.95e-05      3.01e-02    7.3e-07
1256100      3.65e-02      3.71e-04      2.72e-02    7.3e-07
1256200      4.24e-02      4.37e-04      3.16e-02    7.3e-07
1256300      3.53e-02      1.33e-04      2.68e-02    7.3e-07
1256400      3.85e-02      4.15e-04      2.86e-02    7.3e-07
1256500      3.65e-02      1.17e-04      2.77e-02    7.3e-07
1256600      3.96e-02      8.17e-05      3.01e-02    7.3e-07
1256700      3.86e-02      3.14e-04      2.90e-02    7.3e-07
1256800      3.65e-02      1.90e-04      2.76e-02    7.3e-07
1256900      3.56e-02      1.19e-04      2.70e-02    7.3e-07
1257000      3.45e-02      2.03e-04      2.61e-02    7.3e-07
1257100      3.93e-02      5.62e-04      2.87e-02    7.3e-07
1257200      3.92e-02      4.49e-04      2.90e-02    7.3e-07
1257300      3.73e-02      2.04e-04      2.82e-02    7.3e-07
1257400      3.50e-02      1.62e-04      2.65e-02    7.3e-07
1257500      3.71e-02      1.12e-04      2.82e-02    7.3e-07
1257600      3.64e-02      9.75e-05      2.77e-02    7.3e-07
1257700      3.49e-02      3.18e-04      2.61e-02    7.3e-07
1257800      3.58e-02      1.08e-04      2.72e-02    7.3e-07
1257900      3.77e-02      5.03e-05      2.87e-02    7.3e-07
1258000      3.87e-02      2.74e-04      2.92e-02    7.3e-07
1258100      4.06e-02      1.18e-04      3.08e-02    7.3e-07
1258200      3.64e-02      2.44e-04      2.75e-02    7.3e-07
1258300      4.15e-02      3.89e-05      3.16e-02    7.3e-07
1258400      3.69e-02      1.83e-05      2.81e-02    7.3e-07
1258500      3.75e-02      4.74e-04      2.77e-02    7.3e-07
1258600      3.98e-02      6.95e-05      3.02e-02    7.3e-07
1258700      3.56e-02      1.68e-04      2.70e-02    7.3e-07
1258800      3.74e-02      1.51e-04      2.84e-02    7.3e-07
1258900      3.58e-02      2.98e-04      2.69e-02    7.3e-07
1259000      3.71e-02      1.57e-04      2.82e-02    7.3e-07
1259100      3.62e-02      5.51e-05      2.75e-02    7.3e-07
1259200      3.81e-02      1.77e-04      2.89e-02    7.3e-07
1259300      3.69e-02      1.66e-04      2.80e-02    7.3e-07
1259400      3.77e-02      8.86e-05      2.86e-02    7.3e-07
1259500      3.46e-02      2.07e-04      2.61e-02    7.3e-07
1259600      3.94e-02      3.58e-05      2.99e-02    7.3e-07
1259700      3.85e-02      2.91e-04      2.89e-02    7.3e-07
1259800      3.53e-02      5.84e-04      2.54e-02    7.3e-07
1259900      3.85e-02      2.69e-04      2.90e-02    7.3e-07
1260000      3.49e-02      1.30e-04      2.67e-02    7.1e-07
1260100      3.77e-02      3.45e-04      2.84e-02    7.1e-07
1260200      4.05e-02      2.31e-04      3.08e-02    7.1e-07
1260300      4.08e-02      1.75e-04      3.11e-02    7.1e-07
1260400      3.43e-02      5.96e-04      2.46e-02    7.1e-07
1260500      3.70e-02      1.70e-04      2.82e-02    7.1e-07
1260600      3.51e-02      1.06e-04      2.68e-02    7.1e-07
1260700      4.08e-02      1.82e-04      3.11e-02    7.1e-07
1260800      3.64e-02      2.63e-04      2.76e-02    7.1e-07
1260900      3.38e-02      2.00e-04      2.57e-02    7.1e-07
1261000      3.41e-02      3.09e-04      2.57e-02    7.1e-07
1261100      3.42e-02      2.91e-04      2.58e-02    7.1e-07
1261200      3.26e-02      9.88e-05      2.49e-02    7.1e-07
1261300      4.00e-02      4.61e-04      2.98e-02    7.1e-07
1261400      3.37e-02      3.72e-04      2.52e-02    7.1e-07
1261500      3.55e-02      1.79e-04      2.70e-02    7.1e-07
1261600      4.19e-02      2.71e-04      3.18e-02    7.1e-07
1261700      3.57e-02      1.48e-04      2.72e-02    7.1e-07
1261800      3.52e-02      1.13e-04      2.69e-02    7.1e-07
1261900      4.47e-02      4.52e-04      3.35e-02    7.1e-07
1262000      3.96e-02      1.79e-04      3.02e-02    7.1e-07
1262100      3.87e-02      3.51e-04      2.91e-02    7.1e-07
1262200      3.53e-02      2.21e-04      2.68e-02    7.1e-07
1262300      4.22e-02      4.62e-05      3.23e-02    7.1e-07
1262400      3.73e-02      1.83e-04      2.84e-02    7.1e-07
1262500      3.83e-02      4.74e-04      2.84e-02    7.1e-07
1262600      3.79e-02      3.55e-04      2.85e-02    7.1e-07
1262700      3.73e-02      3.04e-04      2.82e-02    7.1e-07
1262800      3.54e-02      3.14e-05      2.71e-02    7.1e-07
1262900      3.51e-02      4.11e-04      2.61e-02    7.1e-07
1263000      4.13e-02      6.42e-04      3.01e-02    7.1e-07
1263100      3.80e-02      3.88e-04      2.85e-02    7.1e-07
1263200      3.87e-02      6.64e-04      2.79e-02    7.1e-07
1263300      4.01e-02      1.10e-04      3.07e-02    7.1e-07
1263400      3.55e-02      2.83e-04      2.68e-02    7.1e-07
1263500      3.75e-02      3.04e-04      2.83e-02    7.1e-07
1263600      3.92e-02      2.43e-04      2.97e-02    7.1e-07
1263700      3.61e-02      2.02e-04      2.75e-02    7.1e-07
1263800      3.83e-02      2.75e-04      2.90e-02    7.1e-07
1263900      3.44e-02      1.82e-04      2.62e-02    7.1e-07
1264000      3.76e-02      5.78e-04      2.75e-02    7.1e-07
1264100      3.87e-02      2.67e-04      2.93e-02    7.1e-07
1264200      3.77e-02      8.90e-05      2.88e-02    7.1e-07
1264300      3.57e-02      2.94e-04      2.70e-02    7.1e-07
1264400      4.01e-02      3.99e-04      3.01e-02    7.1e-07
1264500      3.49e-02      4.06e-04      2.60e-02    7.1e-07
1264600      3.38e-02      1.54e-04      2.58e-02    7.1e-07
1264700      3.76e-02      1.29e-04      2.87e-02    7.1e-07
1264800      3.90e-02      2.13e-05      2.98e-02    7.1e-07
1264900      3.82e-02      4.99e-04      2.83e-02    7.1e-07
1265000      3.89e-02      2.90e-04      2.96e-02    6.9e-07
1265100      3.58e-02      4.27e-04      2.68e-02    6.9e-07
1265200      3.88e-02      2.31e-04      2.97e-02    6.9e-07
1265300      4.13e-02      2.27e-04      3.16e-02    6.9e-07
1265400      3.53e-02      2.46e-04      2.69e-02    6.9e-07
1265500      3.62e-02      6.34e-05      2.78e-02    6.9e-07
1265600      3.66e-02      8.31e-04      2.52e-02    6.9e-07
1265700      3.33e-02      5.77e-05      2.57e-02    6.9e-07
1265800      4.36e-02      1.77e-04      3.35e-02    6.9e-07
1265900      3.40e-02      2.43e-05      2.62e-02    6.9e-07
1266000      3.61e-02      1.24e-04      2.78e-02    6.9e-07
1266100      3.33e-02      2.44e-04      2.54e-02    6.9e-07
1266200      3.57e-02      2.49e-04      2.72e-02    6.9e-07
1266300      3.75e-02      4.62e-04      2.81e-02    6.9e-07
1266400      3.50e-02      6.77e-05      2.69e-02    6.9e-07
1266500      4.35e-02      2.33e-04      3.33e-02    6.9e-07
1266600      3.37e-02      1.07e-04      2.59e-02    6.9e-07
1266700      3.49e-02      1.99e-04      2.67e-02    6.9e-07
1266800      4.15e-02      4.06e-04      3.13e-02    6.9e-07
1266900      3.44e-02      1.14e-04      2.64e-02    6.9e-07
1267000      3.51e-02      4.69e-04      2.61e-02    6.9e-07
1267100      3.53e-02      1.03e-04      2.71e-02    6.9e-07
1267200      3.66e-02      6.00e-04      2.67e-02    6.9e-07
1267300      3.92e-02      1.58e-04      3.01e-02    6.9e-07
1267400      3.39e-02      1.22e-04      2.60e-02    6.9e-07
1267500      3.73e-02      2.73e-04      2.84e-02    6.9e-07
1267600      3.83e-02      3.48e-05      2.95e-02    6.9e-07
1267700      3.48e-02      2.49e-04      2.65e-02    6.9e-07
1267800      3.95e-02      5.02e-04      2.94e-02    6.9e-07
1267900      3.48e-02      5.93e-05      2.68e-02    6.9e-07
1268000      3.76e-02      2.83e-05      2.89e-02    6.9e-07
1268100      3.78e-02      5.41e-05      2.91e-02    6.9e-07
1268200      3.63e-02      6.42e-04      2.62e-02    6.9e-07
1268300      3.61e-02      2.51e-04      2.76e-02    6.9e-07
1268400      3.51e-02      1.69e-04      2.69e-02    6.9e-07
1268500      3.65e-02      1.55e-04      2.80e-02    6.9e-07
