# step       rmse_trn    rmse_e_trn    rmse_f_trn   lr      
# If there is no available reference data, rmse_*_{val,trn} will print nan
1845200      3.16e-02      1.92e-04      3.10e-02    2.4e-08
1845300      2.90e-02      9.88e-05      2.86e-02    2.4e-08
1845400      2.90e-02      8.27e-05      2.86e-02    2.4e-08
1845500      2.88e-02      1.84e-04      2.82e-02    2.4e-08
1845600      2.81e-02      4.44e-05      2.78e-02    2.4e-08
1845700      2.70e-02      2.44e-04      2.63e-02    2.4e-08
1845800      3.08e-02      7.80e-05      3.04e-02    2.4e-08
1845900      2.71e-02      1.23e-04      2.67e-02    2.4e-08
1846000      2.64e-02      3.44e-04      2.53e-02    2.4e-08
1846100      2.89e-02      1.73e-04      2.84e-02    2.4e-08
1846200      2.75e-02      2.75e-05      2.71e-02    2.4e-08
1846300      2.79e-02      3.08e-04      2.69e-02    2.4e-08
1846400      2.88e-02      2.84e-04      2.79e-02    2.4e-08
1846500      2.78e-02      2.27e-05      2.75e-02    2.4e-08
1846600      3.20e-02      1.75e-04      3.14e-02    2.4e-08
1846700      2.84e-02      7.40e-05      2.80e-02    2.4e-08
1846800      2.83e-02      1.56e-04      2.78e-02    2.4e-08
1846900      2.75e-02      2.93e-04      2.65e-02    2.4e-08
1847000      3.03e-02      2.10e-04      2.96e-02    2.4e-08
1847100      2.99e-02      9.85e-05      2.95e-02    2.4e-08
1847200      2.77e-02      1.41e-04      2.72e-02    2.4e-08
1847300      3.03e-02      3.82e-05      2.99e-02    2.4e-08
1847400      3.01e-02      2.92e-06      2.98e-02    2.4e-08
1847500      2.66e-02      3.57e-04      2.54e-02    2.4e-08
1847600      2.89e-02      1.74e-04      2.84e-02    2.4e-08
1847700      2.87e-02      6.37e-05      2.83e-02    2.4e-08
1847800      2.84e-02      2.04e-04      2.78e-02    2.4e-08
1847900      2.63e-02      4.19e-05      2.60e-02    2.4e-08
1848000      2.56e-02      2.17e-04      2.49e-02    2.4e-08
1848100      2.72e-02      2.57e-04      2.64e-02    2.4e-08
1848200      2.81e-02      2.24e-05      2.78e-02    2.4e-08
1848300      3.00e-02      1.84e-04      2.94e-02    2.4e-08
1848400      3.32e-02      3.95e-04      3.19e-02    2.4e-08
1848500      3.00e-02      2.35e-04      2.93e-02    2.4e-08
1848600      2.90e-02      2.22e-04      2.83e-02    2.4e-08
1848700      2.66e-02      3.96e-04      2.51e-02    2.4e-08
1848800      3.03e-02      7.51e-05      2.99e-02    2.4e-08
1848900      2.94e-02      6.64e-05      2.90e-02    2.4e-08
1849000      2.97e-02      3.37e-04      2.86e-02    2.4e-08
1849100      3.33e-02      1.69e-04      3.27e-02    2.4e-08
1849200      3.38e-02      5.67e-04      3.15e-02    2.4e-08
1849300      2.66e-02      1.32e-04      2.62e-02    2.4e-08
1849400      2.81e-02      2.86e-04      2.72e-02    2.4e-08
1849500      2.84e-02      1.76e-04      2.79e-02    2.4e-08
1849600      3.18e-02      2.88e-04      3.09e-02    2.4e-08
1849700      2.91e-02      2.14e-04      2.85e-02    2.4e-08
1849800      2.96e-02      4.57e-05      2.92e-02    2.4e-08
1849900      2.86e-02      2.92e-04      2.77e-02    2.4e-08
1850000      2.98e-02      3.76e-05      2.94e-02    2.4e-08
1850100      3.42e-02      1.86e-04      3.36e-02    2.4e-08
1850200      2.80e-02      3.45e-05      2.76e-02    2.4e-08
1850300      3.16e-02      3.09e-04      3.06e-02    2.4e-08
1850400      2.92e-02      1.65e-04      2.87e-02    2.4e-08
1850500      2.92e-02      7.61e-05      2.88e-02    2.4e-08
1850600      2.54e-02      3.29e-04      2.43e-02    2.4e-08
1850700      2.97e-02      2.08e-04      2.91e-02    2.4e-08
1850800      2.78e-02      2.04e-04      2.72e-02    2.4e-08
1850900      2.84e-02      3.88e-04      2.71e-02    2.4e-08
1851000      2.75e-02      1.20e-04      2.71e-02    2.4e-08
1851100      3.01e-02      3.06e-04      2.92e-02    2.4e-08
1851200      3.01e-02      2.73e-04      2.92e-02    2.4e-08
1851300      2.87e-02      6.89e-04      2.51e-02    2.4e-08
1851400      2.84e-02      4.07e-04      2.69e-02    2.4e-08
1851500      3.34e-02      3.48e-04      3.23e-02    2.4e-08
1851600      2.99e-02      1.31e-04      2.94e-02    2.4e-08
1851700      2.85e-02      1.35e-04      2.81e-02    2.4e-08
1851800      2.80e-02      1.16e-04      2.76e-02    2.4e-08
1851900      3.03e-02      1.72e-04      2.97e-02    2.4e-08
1852000      2.69e-02      1.94e-04      2.63e-02    2.4e-08
1852100      2.74e-02      2.29e-04      2.67e-02    2.4e-08
1852200      2.86e-02      4.00e-04      2.72e-02    2.4e-08
1852300      2.87e-02      1.46e-04      2.82e-02    2.4e-08
1852400      2.91e-02      5.15e-04      2.70e-02    2.4e-08
1852500      2.78e-02      4.82e-04      2.58e-02    2.4e-08
1852600      2.86e-02      3.66e-04      2.74e-02    2.4e-08
1852700      2.73e-02      1.48e-05      2.70e-02    2.4e-08
1852800      3.11e-02      4.48e-04      2.95e-02    2.4e-08
1852900      2.99e-02      1.49e-04      2.95e-02    2.4e-08
1853000      2.71e-02      2.38e-06      2.68e-02    2.4e-08
1853100      2.70e-02      1.54e-06      2.66e-02    2.4e-08
1853200      2.81e-02      1.35e-04      2.77e-02    2.4e-08
1853300      2.84e-02      1.60e-04      2.79e-02    2.4e-08
1853400      2.92e-02      9.14e-05      2.89e-02    2.4e-08
1853500      2.67e-02      2.20e-04      2.61e-02    2.4e-08
1853600      3.41e-02      1.13e-04      3.36e-02    2.4e-08
1853700      2.68e-02      4.65e-04      2.50e-02    2.4e-08
1853800      2.84e-02      2.11e-04      2.78e-02    2.4e-08
1853900      2.67e-02      8.84e-05      2.63e-02    2.4e-08
1854000      2.90e-02      3.07e-04      2.81e-02    2.4e-08
1854100      2.83e-02      4.34e-05      2.79e-02    2.4e-08
1854200      3.08e-02      7.18e-05      3.04e-02    2.4e-08
1854300      2.75e-02      2.82e-04      2.67e-02    2.4e-08
1854400      3.13e-02      3.25e-04      3.03e-02    2.4e-08
1854500      2.93e-02      4.05e-04      2.79e-02    2.4e-08
1854600      2.82e-02      6.75e-05      2.78e-02    2.4e-08
1854700      3.05e-02      2.36e-04      2.98e-02    2.4e-08
1854800      2.60e-02      9.86e-05      2.57e-02    2.4e-08
1854900      3.01e-02      2.04e-04      2.95e-02    2.4e-08
1855000      2.75e-02      2.62e-04      2.67e-02    2.3e-08
1855100      2.97e-02      4.74e-04      2.79e-02    2.3e-08
1855200      3.19e-02      2.27e-04      3.12e-02    2.3e-08
1855300      2.74e-02      2.03e-04      2.68e-02    2.3e-08
1855400      2.81e-02      4.14e-04      2.66e-02    2.3e-08
1855500      3.03e-02      2.30e-04      2.96e-02    2.3e-08
1855600      3.35e-02      3.21e-04      3.25e-02    2.3e-08
1855700      3.03e-02      4.24e-05      3.00e-02    2.3e-08
1855800      2.87e-02      8.13e-05      2.84e-02    2.3e-08
1855900      2.59e-02      6.60e-06      2.56e-02    2.3e-08
1856000      2.78e-02      4.86e-05      2.75e-02    2.3e-08
1856100      2.83e-02      3.70e-05      2.80e-02    2.3e-08
1856200      2.79e-02      3.54e-04      2.68e-02    2.3e-08
1856300      2.90e-02      7.97e-05      2.87e-02    2.3e-08
1856400      2.75e-02      1.01e-04      2.71e-02    2.3e-08
1856500      2.89e-02      2.67e-04      2.81e-02    2.3e-08
1856600      2.68e-02      8.75e-05      2.64e-02    2.3e-08
1856700      2.89e-02      2.57e-04      2.82e-02    2.3e-08
1856800      2.75e-02      3.04e-04      2.66e-02    2.3e-08
1856900      3.05e-02      9.60e-05      3.01e-02    2.3e-08
1857000      2.57e-02      3.59e-04      2.45e-02    2.3e-08
1857100      2.65e-02      1.31e-04      2.61e-02    2.3e-08
1857200      2.70e-02      3.45e-05      2.67e-02    2.3e-08
1857300      2.67e-02      2.07e-04      2.61e-02    2.3e-08
1857400      2.76e-02      3.36e-04      2.65e-02    2.3e-08
1857500      3.12e-02      3.37e-04      3.01e-02    2.3e-08
1857600      2.89e-02      1.82e-04      2.83e-02    2.3e-08
1857700      2.95e-02      8.38e-05      2.91e-02    2.3e-08
1857800      2.54e-02      1.75e-04      2.49e-02    2.3e-08
1857900      2.74e-02      1.78e-04      2.69e-02    2.3e-08
1858000      2.80e-02      1.93e-04      2.74e-02    2.3e-08
1858100      2.74e-02      1.10e-04      2.70e-02    2.3e-08
1858200      3.00e-02      4.97e-04      2.81e-02    2.3e-08
1858300      2.83e-02      1.21e-04      2.79e-02    2.3e-08
1858400      2.66e-02      1.88e-04      2.60e-02    2.3e-08
1858500      2.88e-02      2.54e-04      2.80e-02    2.3e-08
1858600      2.85e-02      7.27e-06      2.82e-02    2.3e-08
1858700      2.97e-02      2.96e-04      2.88e-02    2.3e-08
1858800      2.83e-02      3.85e-05      2.80e-02    2.3e-08
1858900      3.05e-02      1.49e-04      3.00e-02    2.3e-08
1859000      2.62e-02      2.44e-04      2.54e-02    2.3e-08
1859100      2.95e-02      3.72e-04      2.83e-02    2.3e-08
1859200      2.92e-02      2.75e-05      2.89e-02    2.3e-08
1859300      2.55e-02      3.14e-04      2.45e-02    2.3e-08
1859400      2.65e-02      1.36e-04      2.61e-02    2.3e-08
1859500      3.00e-02      1.32e-04      2.95e-02    2.3e-08
1859600      3.27e-02      3.53e-06      3.23e-02    2.3e-08
1859700      2.83e-02      1.06e-04      2.79e-02    2.3e-08
1859800      3.02e-02      2.01e-04      2.96e-02    2.3e-08
1859900      2.85e-02      1.22e-04      2.81e-02    2.3e-08
1860000      3.20e-02      1.18e-04      3.16e-02    2.2e-08
1860100      2.88e-02      1.29e-04      2.84e-02    2.2e-08
1860200      2.86e-02      6.26e-05      2.82e-02    2.2e-08
1860300      3.04e-02      4.86e-04      2.86e-02    2.2e-08
1860400      2.80e-02      2.56e-05      2.77e-02    2.2e-08
1860500      2.91e-02      3.05e-04      2.82e-02    2.2e-08
1860600      2.65e-02      9.17e-05      2.61e-02    2.2e-08
1860700      3.40e-02      6.94e-05      3.36e-02    2.2e-08
1860800      2.78e-02      1.43e-05      2.75e-02    2.2e-08
1860900      3.04e-02      1.99e-04      2.98e-02    2.2e-08
1861000      2.90e-02      2.70e-04      2.82e-02    2.2e-08
1861100      2.65e-02      5.64e-05      2.62e-02    2.2e-08
1861200      3.00e-02      2.70e-04      2.92e-02    2.2e-08
1861300      2.88e-02      1.30e-04      2.84e-02    2.2e-08
1861400      2.99e-02      2.34e-04      2.92e-02    2.2e-08
1861500      2.91e-02      4.89e-04      2.72e-02    2.2e-08
1861600      2.71e-02      1.81e-04      2.66e-02    2.2e-08
1861700      2.82e-02      9.58e-05      2.78e-02    2.2e-08
1861800      2.68e-02      1.89e-04      2.62e-02    2.2e-08
1861900      2.78e-02      2.87e-04      2.69e-02    2.2e-08
1862000      2.79e-02      1.47e-04      2.74e-02    2.2e-08
1862100      2.87e-02      1.32e-04      2.83e-02    2.2e-08
1862200      2.84e-02      1.69e-05      2.80e-02    2.2e-08
1862300      2.88e-02      1.81e-04      2.83e-02    2.2e-08
1862400      2.88e-02      2.88e-04      2.79e-02    2.2e-08
1862500      2.73e-02      2.87e-04      2.64e-02    2.2e-08
1862600      3.16e-02      5.73e-04      2.92e-02    2.2e-08
1862700      2.96e-02      1.30e-04      2.92e-02    2.2e-08
1862800      2.87e-02      1.20e-04      2.83e-02    2.2e-08
1862900      2.63e-02      8.70e-06      2.60e-02    2.2e-08
1863000      2.96e-02      5.91e-04      2.69e-02    2.2e-08
1863100      3.06e-02      9.55e-05      3.02e-02    2.2e-08
1863200      2.91e-02      3.08e-05      2.88e-02    2.2e-08
1863300      2.74e-02      6.85e-05      2.70e-02    2.2e-08
1863400      3.17e-02      2.82e-04      3.09e-02    2.2e-08
1863500      3.11e-02      5.16e-05      3.08e-02    2.2e-08
1863600      2.75e-02      2.34e-04      2.68e-02    2.2e-08
1863700      3.18e-02      2.69e-04      3.10e-02    2.2e-08
1863800      3.20e-02      2.75e-05      3.16e-02    2.2e-08
1863900      2.87e-02      3.34e-04      2.76e-02    2.2e-08
1864000      2.74e-02      9.49e-05      2.70e-02    2.2e-08
1864100      2.74e-02      4.65e-05      2.71e-02    2.2e-08
1864200      2.70e-02      7.64e-05      2.67e-02    2.2e-08
1864300      2.88e-02      5.29e-05      2.84e-02    2.2e-08
1864400      2.78e-02      1.22e-04      2.74e-02    2.2e-08
1864500      2.80e-02      1.92e-04      2.74e-02    2.2e-08
1864600      2.48e-02      2.95e-04      2.38e-02    2.2e-08
1864700      2.84e-02      2.21e-04      2.78e-02    2.2e-08
1864800      3.18e-02      1.91e-04      3.13e-02    2.2e-08
1864900      2.81e-02      1.60e-04      2.76e-02    2.2e-08
1865000      3.12e-02      7.95e-05      3.09e-02    2.2e-08
1865100      2.75e-02      7.88e-05      2.72e-02    2.2e-08
1865200      3.23e-02      3.14e-04      3.14e-02    2.2e-08
1865300      2.49e-02      2.42e-04      2.42e-02    2.2e-08
1865400      3.04e-02      1.66e-04      2.99e-02    2.2e-08
1865500      2.76e-02      2.03e-04      2.70e-02    2.2e-08
1865600      3.16e-02      2.90e-04      3.07e-02    2.2e-08
1865700      3.36e-02      2.49e-04      3.29e-02    2.2e-08
1865800      2.56e-02      1.77e-04      2.51e-02    2.2e-08
1865900      2.74e-02      1.44e-04      2.69e-02    2.2e-08
1866000      2.79e-02      3.48e-04      2.67e-02    2.2e-08
1866100      2.97e-02      2.24e-04      2.91e-02    2.2e-08
1866200      2.87e-02      4.05e-04      2.73e-02    2.2e-08
1866300      2.79e-02      2.50e-04      2.71e-02    2.2e-08
1866400      2.80e-02      9.43e-05      2.76e-02    2.2e-08
1866500      3.15e-02      9.72e-05      3.11e-02    2.2e-08
1866600      2.73e-02      7.27e-05      2.69e-02    2.2e-08
1866700      2.65e-02      2.08e-04      2.59e-02    2.2e-08
1866800      2.73e-02      1.97e-04      2.68e-02    2.2e-08
1866900      2.72e-02      6.23e-05      2.69e-02    2.2e-08
1867000      2.89e-02      1.06e-04      2.86e-02    2.2e-08
1867100      2.67e-02      2.36e-04      2.60e-02    2.2e-08
1867200      3.05e-02      2.93e-06      3.02e-02    2.2e-08
1867300      3.05e-02      5.30e-04      2.83e-02    2.2e-08
1867400      2.48e-02      3.03e-04      2.38e-02    2.2e-08
1867500      2.65e-02      6.44e-05      2.62e-02    2.2e-08
1867600      2.86e-02      1.98e-04      2.80e-02    2.2e-08
1867700      2.71e-02      7.20e-05      2.68e-02    2.2e-08
1867800      2.65e-02      1.63e-04      2.60e-02    2.2e-08
1867900      3.19e-02      1.00e-04      3.15e-02    2.2e-08
1868000      2.86e-02      4.54e-05      2.83e-02    2.2e-08
1868100      2.68e-02      1.01e-04      2.65e-02    2.2e-08
1868200      2.83e-02      5.30e-04      2.60e-02    2.2e-08
1868300      2.93e-02      3.83e-04      2.80e-02    2.2e-08
1868400      3.14e-02      1.86e-08      3.11e-02    2.2e-08
1868500      3.02e-02      1.99e-04      2.96e-02    2.2e-08
1868600      3.01e-02      1.22e-06      2.98e-02    2.2e-08
1868700      3.05e-02      3.59e-06      3.02e-02    2.2e-08
1868800      3.29e-02      1.15e-03      2.36e-02    2.2e-08
1868900      2.89e-02      6.67e-05      2.85e-02    2.2e-08
1869000      2.75e-02      1.21e-04      2.71e-02    2.2e-08
1869100      2.85e-02      2.18e-04      2.79e-02    2.2e-08
1869200      2.82e-02      1.87e-04      2.76e-02    2.2e-08
1869300      2.51e-02      5.49e-04      2.24e-02    2.2e-08
1869400      2.69e-02      3.20e-04      2.59e-02    2.2e-08
1869500      2.89e-02      3.11e-04      2.79e-02    2.2e-08
1869600      3.07e-02      3.03e-04      2.98e-02    2.2e-08
1869700      2.91e-02      2.84e-04      2.83e-02    2.2e-08
1869800      3.05e-02      3.08e-04      2.95e-02    2.2e-08
1869900      2.84e-02      2.11e-04      2.78e-02    2.2e-08
1870000      2.96e-02      5.84e-04      2.70e-02    2.1e-08
1870100      2.83e-02      6.18e-04      2.54e-02    2.1e-08
1870200      2.71e-02      3.03e-04      2.62e-02    2.1e-08
1870300      2.71e-02      4.85e-05      2.68e-02    2.1e-08
1870400      3.11e-02      5.69e-04      2.87e-02    2.1e-08
1870500      2.95e-02      4.08e-04      2.81e-02    2.1e-08
1870600      2.75e-02      2.32e-04      2.68e-02    2.1e-08
1870700      3.00e-02      1.63e-04      2.95e-02    2.1e-08
1870800      3.09e-02      2.83e-04      3.01e-02    2.1e-08
1870900      2.65e-02      3.64e-05      2.62e-02    2.1e-08
1871000      2.61e-02      6.31e-05      2.58e-02    2.1e-08
1871100      2.59e-02      7.00e-05      2.56e-02    2.1e-08
1871200      2.64e-02      2.66e-04      2.56e-02    2.1e-08
1871300      3.00e-02      2.15e-04      2.94e-02    2.1e-08
1871400      2.75e-02      1.85e-05      2.72e-02    2.1e-08
1871500      2.80e-02      2.25e-04      2.74e-02    2.1e-08
1871600      3.20e-02      2.12e-04      3.14e-02    2.1e-08
1871700      2.65e-02      8.35e-05      2.62e-02    2.1e-08
1871800      2.79e-02      2.33e-04      2.72e-02    2.1e-08
1871900      3.13e-02      7.44e-05      3.10e-02    2.1e-08
1872000      2.65e-02      1.88e-04      2.60e-02    2.1e-08
1872100      2.80e-02      4.52e-04      2.63e-02    2.1e-08
1872200      2.77e-02      7.61e-05      2.73e-02    2.1e-08
1872300      2.85e-02      3.90e-05      2.82e-02    2.1e-08
1872400      3.29e-02      3.40e-04      3.19e-02    2.1e-08
1872500      2.65e-02      8.70e-05      2.62e-02    2.1e-08
1872600      2.87e-02      4.58e-04      2.70e-02    2.1e-08
1872700      3.10e-02      4.11e-04      2.96e-02    2.1e-08
1872800      2.74e-02      5.43e-05      2.71e-02    2.1e-08
1872900      2.94e-02      5.16e-05      2.90e-02    2.1e-08
1873000      3.09e-02      5.37e-04      2.87e-02    2.1e-08
1873100      2.90e-02      1.86e-04      2.85e-02    2.1e-08
1873200      2.77e-02      3.33e-04      2.67e-02    2.1e-08
1873300      3.12e-02      3.52e-04      3.01e-02    2.1e-08
1873400      2.98e-02      3.68e-04      2.86e-02    2.1e-08
1873500      3.15e-02      1.67e-04      3.10e-02    2.1e-08
1873600      2.90e-02      1.69e-04      2.85e-02    2.1e-08
1873700      2.85e-02      8.84e-05      2.81e-02    2.1e-08
1873800      2.63e-02      2.72e-04      2.55e-02    2.1e-08
1873900      2.91e-02      1.32e-04      2.87e-02    2.1e-08
1874000      2.77e-02      2.07e-04      2.71e-02    2.1e-08
1874100      3.18e-02      2.71e-04      3.10e-02    2.1e-08
1874200      3.45e-02      4.28e-05      3.41e-02    2.1e-08
1874300      2.86e-02      2.29e-05      2.83e-02    2.1e-08
1874400      2.63e-02      2.82e-04      2.54e-02    2.1e-08
1874500      2.79e-02      3.91e-04      2.66e-02    2.1e-08
1874600      2.86e-02      3.82e-04      2.73e-02    2.1e-08
1874700      2.96e-02      3.35e-04      2.86e-02    2.1e-08
1874800      2.54e-02      1.88e-04      2.49e-02    2.1e-08
1874900      3.14e-02      5.28e-04      2.94e-02    2.1e-08
1875000      2.69e-02      3.33e-04      2.59e-02    2.1e-08
1875100      2.85e-02      1.65e-04      2.80e-02    2.1e-08
1875200      2.91e-02      3.30e-05      2.88e-02    2.1e-08
1875300      2.78e-02      4.09e-05      2.75e-02    2.1e-08
1875400      2.58e-02      3.66e-04      2.45e-02    2.1e-08
1875500      2.93e-02      2.09e-04      2.87e-02    2.1e-08
1875600      3.02e-02      1.14e-04      2.98e-02    2.1e-08
1875700      2.99e-02      2.35e-04      2.93e-02    2.1e-08
1875800      2.85e-02      4.31e-04      2.70e-02    2.1e-08
1875900      2.97e-02      2.04e-04      2.91e-02    2.1e-08
1876000      2.67e-02      5.33e-05      2.64e-02    2.1e-08
1876100      2.84e-02      2.93e-04      2.75e-02    2.1e-08
1876200      2.99e-02      2.09e-04      2.93e-02    2.1e-08
1876300      3.12e-02      4.22e-04      2.97e-02    2.1e-08
1876400      2.71e-02      1.28e-04      2.67e-02    2.1e-08
1876500      2.66e-02      1.51e-04      2.62e-02    2.1e-08
1876600      3.06e-02      2.91e-04      2.98e-02    2.1e-08
1876700      2.84e-02      1.35e-04      2.80e-02    2.1e-08
1876800      2.65e-02      6.27e-05      2.62e-02    2.1e-08
1876900      2.73e-02      1.45e-04      2.69e-02    2.1e-08
1877000      2.79e-02      1.85e-04      2.74e-02    2.1e-08
1877100      2.78e-02      4.10e-05      2.75e-02    2.1e-08
1877200      2.83e-02      1.50e-04      2.79e-02    2.1e-08
1877300      2.83e-02      1.79e-04      2.78e-02    2.1e-08
1877400      2.74e-02      2.42e-04      2.67e-02    2.1e-08
1877500      2.78e-02      4.70e-04      2.60e-02    2.1e-08
1877600      2.94e-02      1.79e-04      2.89e-02    2.1e-08
1877700      3.18e-02      5.52e-04      2.96e-02    2.1e-08
1877800      3.06e-02      4.18e-04      2.91e-02    2.1e-08
1877900      2.86e-02      1.29e-04      2.82e-02    2.1e-08
1878000      2.87e-02      6.00e-04      2.59e-02    2.1e-08
1878100      2.66e-02      2.83e-04      2.58e-02    2.1e-08
1878200      2.80e-02      2.17e-04      2.74e-02    2.1e-08
1878300      2.66e-02      5.32e-04      2.42e-02    2.1e-08
1878400      3.55e-02      4.08e-04      3.42e-02    2.1e-08
1878500      2.83e-02      9.57e-05      2.80e-02    2.1e-08
1878600      2.61e-02      2.95e-05      2.58e-02    2.1e-08
1878700      2.89e-02      2.01e-04      2.84e-02    2.1e-08
1878800      3.35e-02      1.98e-04      3.29e-02    2.1e-08
1878900      2.85e-02      1.63e-04      2.80e-02    2.1e-08
1879000      2.99e-02      4.03e-04      2.85e-02    2.1e-08
1879100      3.25e-02      5.56e-04      3.03e-02    2.1e-08
1879200      2.86e-02      6.17e-05      2.83e-02    2.1e-08
1879300      3.34e-02      9.70e-05      3.30e-02    2.1e-08
1879400      2.78e-02      3.62e-04      2.66e-02    2.1e-08
1879500      2.84e-02      2.26e-04      2.78e-02    2.1e-08
1879600      3.11e-02      3.37e-04      3.01e-02    2.1e-08
1879700      3.01e-02      2.38e-04      2.95e-02    2.1e-08
1879800      2.83e-02      3.13e-04      2.73e-02    2.1e-08
1879900      2.71e-02      1.72e-04      2.66e-02    2.1e-08
1880000      3.14e-02      2.26e-05      3.11e-02    2.0e-08
1880100      2.75e-02      6.72e-05      2.71e-02    2.0e-08
1880200      2.83e-02      3.25e-06      2.80e-02    2.0e-08
1880300      2.80e-02      2.95e-04      2.72e-02    2.0e-08
1880400      2.58e-02      1.64e-04      2.53e-02    2.0e-08
1880500      2.88e-02      2.55e-05      2.85e-02    2.0e-08
1880600      3.27e-02      2.05e-04      3.22e-02    2.0e-08
1880700      2.79e-02      8.57e-05      2.76e-02    2.0e-08
1880800      2.95e-02      4.29e-04      2.80e-02    2.0e-08
1880900      3.21e-02      3.63e-04      3.10e-02    2.0e-08
1881000      2.93e-02      4.24e-04      2.78e-02    2.0e-08
1881100      2.96e-02      4.66e-04      2.79e-02    2.0e-08
1881200      2.87e-02      3.35e-04      2.77e-02    2.0e-08
1881300      2.83e-02      1.59e-04      2.79e-02    2.0e-08
1881400      3.03e-02      4.17e-04      2.89e-02    2.0e-08
1881500      2.75e-02      6.82e-05      2.72e-02    2.0e-08
1881600      2.76e-02      3.68e-04      2.64e-02    2.0e-08
1881700      2.53e-02      1.98e-05      2.51e-02    2.0e-08
1881800      2.67e-02      4.06e-04      2.52e-02    2.0e-08
1881900      3.11e-02      7.11e-05      3.08e-02    2.0e-08
1882000      3.17e-02      3.03e-04      3.08e-02    2.0e-08
1882100      2.58e-02      1.76e-04      2.53e-02    2.0e-08
1882200      2.65e-02      3.99e-05      2.62e-02    2.0e-08
1882300      3.06e-02      5.36e-04      2.84e-02    2.0e-08
1882400      2.59e-02      7.70e-05      2.56e-02    2.0e-08
1882500      3.06e-02      2.17e-05      3.03e-02    2.0e-08
1882600      3.29e-02      3.57e-04      3.19e-02    2.0e-08
1882700      2.83e-02      3.96e-06      2.80e-02    2.0e-08
1882800      3.16e-02      2.53e-04      3.09e-02    2.0e-08
1882900      2.93e-02      3.94e-04      2.80e-02    2.0e-08
1883000      3.39e-02      4.07e-05      3.36e-02    2.0e-08
1883100      2.90e-02      4.30e-04      2.75e-02    2.0e-08
1883200      2.69e-02      1.80e-04      2.64e-02    2.0e-08
1883300      3.01e-02      2.36e-04      2.95e-02    2.0e-08
1883400      2.86e-02      8.12e-05      2.83e-02    2.0e-08
1883500      2.91e-02      1.97e-04      2.85e-02    2.0e-08
1883600      2.78e-02      5.66e-05      2.75e-02    2.0e-08
1883700      2.57e-02      2.20e-04      2.51e-02    2.0e-08
1883800      2.89e-02      4.13e-04      2.75e-02    2.0e-08
1883900      3.01e-02      3.64e-05      2.98e-02    2.0e-08
1884000      2.86e-02      4.69e-04      2.68e-02    2.0e-08
1884100      2.75e-02      1.12e-04      2.71e-02    2.0e-08
1884200      2.99e-02      1.22e-04      2.95e-02    2.0e-08
1884300      2.99e-02      1.38e-04      2.95e-02    2.0e-08
1884400      2.77e-02      2.86e-06      2.75e-02    2.0e-08
1884500      2.75e-02      2.88e-05      2.72e-02    2.0e-08
1884600      2.78e-02      2.80e-05      2.75e-02    2.0e-08
1884700      2.92e-02      2.31e-04      2.85e-02    2.0e-08
1884800      3.29e-02      3.41e-04      3.18e-02    2.0e-08
1884900      2.90e-02      7.07e-04      2.52e-02    2.0e-08
1885000      3.44e-02      6.72e-04      3.14e-02    1.9e-08
1885100      3.03e-02      1.86e-04      2.98e-02    1.9e-08
1885200      2.73e-02      8.48e-05      2.70e-02    1.9e-08
1885300      2.70e-02      1.65e-04      2.65e-02    1.9e-08
1885400      2.87e-02      1.52e-04      2.83e-02    1.9e-08
1885500      2.99e-02      2.56e-04      2.92e-02    1.9e-08
1885600      2.67e-02      2.92e-04      2.58e-02    1.9e-08
1885700      2.63e-02      5.28e-05      2.61e-02    1.9e-08
1885800      2.86e-02      1.62e-05      2.84e-02    1.9e-08
1885900      3.36e-02      5.12e-05      3.32e-02    1.9e-08
1886000      3.08e-02      5.69e-04      2.84e-02    1.9e-08
1886100      2.67e-02      6.81e-06      2.64e-02    1.9e-08
1886200      2.74e-02      2.38e-05      2.71e-02    1.9e-08
1886300      3.20e-02      5.38e-04      2.99e-02    1.9e-08
1886400      3.41e-02      2.69e-04      3.34e-02    1.9e-08
1886500      2.87e-02      1.91e-04      2.82e-02    1.9e-08
1886600      3.41e-02      1.54e-04      3.36e-02    1.9e-08
1886700      2.75e-02      2.82e-04      2.67e-02    1.9e-08
1886800      2.87e-02      2.67e-04      2.79e-02    1.9e-08
1886900      2.80e-02      1.41e-04      2.76e-02    1.9e-08
1887000      3.08e-02      1.83e-05      3.05e-02    1.9e-08
1887100      3.01e-02      2.10e-04      2.96e-02    1.9e-08
1887200      2.78e-02      1.27e-04      2.74e-02    1.9e-08
1887300      2.79e-02      1.23e-04      2.75e-02    1.9e-08
1887400      3.08e-02      9.33e-06      3.05e-02    1.9e-08
1887500      2.65e-02      3.51e-04      2.54e-02    1.9e-08
1887600      2.92e-02      1.16e-04      2.89e-02    1.9e-08
1887700      2.60e-02      3.55e-04      2.48e-02    1.9e-08
1887800      2.79e-02      1.92e-04      2.74e-02    1.9e-08
1887900      2.72e-02      1.34e-04      2.68e-02    1.9e-08
1888000      3.12e-02      2.24e-04      3.06e-02    1.9e-08
1888100      2.83e-02      1.05e-04      2.79e-02    1.9e-08
1888200      2.85e-02      2.54e-04      2.78e-02    1.9e-08
1888300      2.75e-02      3.84e-05      2.73e-02    1.9e-08
1888400      2.80e-02      2.81e-04      2.72e-02    1.9e-08
1888500      2.98e-02      8.54e-05      2.94e-02    1.9e-08
1888600      3.01e-02      2.11e-04      2.95e-02    1.9e-08
