# step       rmse_trn   rmse_gl_trn   lr      
# If there is no available reference data, rmse_*_{val,trn} will print nan
  55400      6.62e-02      4.78e-03    7.3e-04
  55500      1.16e-01      8.40e-03    7.3e-04
  55600      1.07e-01      7.74e-03    7.3e-04
  55700      1.52e-01      1.09e-02    7.3e-04
  55800      9.69e-02      7.00e-03    7.3e-04
  55900      1.25e-01      9.04e-03    7.3e-04
  56000      1.03e-01      7.41e-03    7.3e-04
  56100      1.77e-01      1.28e-02    7.3e-04
  56200      1.03e-01      7.43e-03    7.3e-04
  56300      9.85e-02      7.11e-03    7.3e-04
  56400      1.47e-01      1.06e-02    7.3e-04
  56500      1.06e-01      7.63e-03    7.3e-04
  56600      1.00e-01      7.23e-03    7.3e-04
  56700      1.92e-01      1.39e-02    7.3e-04
  56800      1.07e-01      7.72e-03    7.3e-04
  56900      9.98e-02      7.20e-03    7.3e-04
  57000      1.36e-01      9.79e-03    7.3e-04
  57100      1.69e-01      1.22e-02    7.3e-04
  57200      1.10e-01      7.95e-03    7.3e-04
  57300      1.48e-01      1.07e-02    7.3e-04
  57400      1.37e-01      9.86e-03    7.3e-04
  57500      8.89e-02      6.42e-03    7.3e-04
  57600      6.50e-02      4.69e-03    7.3e-04
  57700      1.46e-01      1.05e-02    7.3e-04
  57800      1.07e-01      7.73e-03    7.3e-04
  57900      9.07e-02      6.54e-03    7.3e-04
  58000      7.58e-02      5.47e-03    7.3e-04
  58100      9.03e-02      6.52e-03    7.3e-04
  58200      8.49e-02      6.13e-03    7.3e-04
  58300      6.98e-02      5.03e-03    7.3e-04
  58400      1.78e-01      1.28e-02    7.3e-04
  58500      7.90e-02      5.70e-03    7.3e-04
  58600      1.00e-01      7.22e-03    7.3e-04
  58700      8.05e-02      5.81e-03    7.3e-04
  58800      8.73e-02      6.30e-03    7.3e-04
  58900      1.00e-01      7.22e-03    7.3e-04
  59000      8.47e-02      6.11e-03    7.3e-04
  59100      1.61e-01      1.16e-02    7.3e-04
  59200      8.42e-02      6.08e-03    7.3e-04
  59300      9.08e-02      6.55e-03    7.3e-04
  59400      1.07e-01      7.76e-03    7.3e-04
  59500      9.64e-02      6.95e-03    7.3e-04
  59600      4.80e-02      3.46e-03    7.3e-04
  59700      1.00e-01      7.22e-03    7.3e-04
  59800      1.00e-01      7.23e-03    7.3e-04
  59900      1.61e-01      1.16e-02    7.3e-04
  60000      5.89e-02      4.25e-03    7.1e-04
  60100      1.10e-01      7.95e-03    7.1e-04
  60200      6.78e-02      4.89e-03    7.1e-04
  60300      1.17e-01      8.45e-03    7.1e-04
  60400      9.96e-02      7.19e-03    7.1e-04
  60500      5.06e-02      3.65e-03    7.1e-04
  60600      9.18e-02      6.62e-03    7.1e-04
  60700      1.37e-01      9.91e-03    7.1e-04
  60800      5.40e-02      3.90e-03    7.1e-04
  60900      8.20e-02      5.92e-03    7.1e-04
  61000      1.23e-01      8.87e-03    7.1e-04
  61100      8.75e-02      6.31e-03    7.1e-04
  61200      6.53e-02      4.71e-03    7.1e-04
  61300      1.05e-01      7.58e-03    7.1e-04
  61400      7.76e-02      5.60e-03    7.1e-04
  61500      1.01e-01      7.27e-03    7.1e-04
  61600      6.62e-02      4.78e-03    7.1e-04
  61700      7.21e-02      5.20e-03    7.1e-04
  61800      1.06e-01      7.63e-03    7.1e-04
  61900      1.59e-01      1.15e-02    7.1e-04
  62000      1.16e-01      8.37e-03    7.1e-04
  62100      1.64e-01      1.18e-02    7.1e-04
  62200      1.20e-01      8.67e-03    7.1e-04
  62300      9.86e-02      7.11e-03    7.1e-04
  62400      8.59e-02      6.20e-03    7.1e-04
  62500      9.57e-02      6.91e-03    7.1e-04
  62600      3.88e-02      2.80e-03    7.1e-04
  62700      6.93e-02      5.00e-03    7.1e-04
  62800      9.09e-02      6.56e-03    7.1e-04
  62900      1.26e-01      9.13e-03    7.1e-04
  63000      8.75e-02      6.31e-03    7.1e-04
  63100      1.64e-01      1.19e-02    7.1e-04
  63200      5.70e-02      4.11e-03    7.1e-04
  63300      1.19e-01      8.62e-03    7.1e-04
  63400      1.01e-01      7.32e-03    7.1e-04
  63500      4.38e-02      3.16e-03    7.1e-04
  63600      1.15e-01      8.30e-03    7.1e-04
  63700      8.21e-02      5.93e-03    7.1e-04
  63800      6.77e-02      4.89e-03    7.1e-04
  63900      8.47e-02      6.12e-03    7.1e-04
  64000      9.16e-02      6.61e-03    7.1e-04
  64100      1.09e-01      7.87e-03    7.1e-04
  64200      1.11e-01      8.00e-03    7.1e-04
  64300      1.71e-01      1.23e-02    7.1e-04
  64400      6.48e-02      4.67e-03    7.1e-04
  64500      1.02e-01      7.35e-03    7.1e-04
  64600      6.17e-02      4.45e-03    7.1e-04
  64700      9.02e-02      6.51e-03    7.1e-04
  64800      8.77e-02      6.33e-03    7.1e-04
  64900      1.16e-01      8.35e-03    7.1e-04
  65000      1.35e-01      9.76e-03    6.9e-04
  65100      1.30e-01      9.37e-03    6.9e-04
  65200      8.62e-02      6.22e-03    6.9e-04
  65300      8.53e-02      6.16e-03    6.9e-04
  65400      1.11e-01      7.99e-03    6.9e-04
  65500      9.38e-02      6.77e-03    6.9e-04
  65600      7.54e-02      5.44e-03    6.9e-04
  65700      1.03e-01      7.44e-03    6.9e-04
  65800      6.50e-02      4.69e-03    6.9e-04
  65900      5.56e-02      4.01e-03    6.9e-04
  66000      1.18e-01      8.49e-03    6.9e-04
  66100      9.93e-02      7.17e-03    6.9e-04
  66200      8.29e-02      5.98e-03    6.9e-04
  66300      1.61e-01      1.16e-02    6.9e-04
  66400      1.39e-01      1.00e-02    6.9e-04
  66500      7.85e-02      5.67e-03    6.9e-04
  66600      1.14e-01      8.24e-03    6.9e-04
  66700      9.51e-02      6.86e-03    6.9e-04
  66800      8.32e-02      6.01e-03    6.9e-04
  66900      1.78e-01      1.29e-02    6.9e-04
  67000      7.31e-02      5.28e-03    6.9e-04
  67100      6.71e-02      4.84e-03    6.9e-04
  67200      1.76e-01      1.27e-02    6.9e-04
  67300      5.35e-02      3.86e-03    6.9e-04
  67400      1.14e-01      8.20e-03    6.9e-04
  67500      8.27e-02      5.97e-03    6.9e-04
  67600      4.83e-02      3.49e-03    6.9e-04
  67700      1.09e-01      7.83e-03    6.9e-04
  67800      7.90e-02      5.70e-03    6.9e-04
  67900      5.65e-02      4.08e-03    6.9e-04
  68000      1.17e-01      8.44e-03    6.9e-04
  68100      3.52e-02      2.54e-03    6.9e-04
  68200      8.92e-02      6.43e-03    6.9e-04
  68300      1.49e-01      1.07e-02    6.9e-04
  68400      5.79e-02      4.18e-03    6.9e-04
  68500      1.42e-01      1.03e-02    6.9e-04
  68600      4.08e-02      2.94e-03    6.9e-04
  68700      1.66e-01      1.19e-02    6.9e-04
  68800      5.64e-02      4.07e-03    6.9e-04
  68900      7.66e-02      5.53e-03    6.9e-04
  69000      1.22e-01      8.78e-03    6.9e-04
  69100      7.99e-02      5.77e-03    6.9e-04
  69200      5.59e-02      4.03e-03    6.9e-04
  69300      1.13e-01      8.18e-03    6.9e-04
  69400      9.62e-02      6.94e-03    6.9e-04
  69500      8.61e-02      6.21e-03    6.9e-04
  69600      5.21e-02      3.76e-03    6.9e-04
  69700      7.10e-02      5.12e-03    6.9e-04
  69800      1.28e-01      9.23e-03    6.9e-04
  69900      6.08e-02      4.39e-03    6.9e-04
  70000      1.02e-01      7.39e-03    6.7e-04
  70100      7.25e-02      5.23e-03    6.7e-04
  70200      7.73e-02      5.58e-03    6.7e-04
  70300      1.42e-01      1.02e-02    6.7e-04
  70400      1.39e-01      1.01e-02    6.7e-04
  70500      7.17e-02      5.17e-03    6.7e-04
  70600      8.17e-02      5.89e-03    6.7e-04
  70700      8.68e-02      6.26e-03    6.7e-04
  70800      1.92e-01      1.39e-02    6.7e-04
  70900      8.30e-02      5.99e-03    6.7e-04
  71000      1.11e-01      7.98e-03    6.7e-04
  71100      7.94e-02      5.73e-03    6.7e-04
  71200      1.13e-01      8.13e-03    6.7e-04
  71300      1.12e-01      8.11e-03    6.7e-04
  71400      6.73e-02      4.86e-03    6.7e-04
  71500      1.38e-01      9.99e-03    6.7e-04
  71600      1.11e-01      8.00e-03    6.7e-04
  71700      8.81e-02      6.36e-03    6.7e-04
  71800      5.40e-02      3.90e-03    6.7e-04
  71900      1.51e-01      1.09e-02    6.7e-04
  72000      1.02e-01      7.36e-03    6.7e-04
  72100      5.22e-02      3.76e-03    6.7e-04
  72200      5.42e-02      3.91e-03    6.7e-04
  72300      9.63e-02      6.95e-03    6.7e-04
  72400      9.80e-02      7.07e-03    6.7e-04
  72500      8.80e-02      6.35e-03    6.7e-04
  72600      4.21e-02      3.04e-03    6.7e-04
  72700      1.27e-01      9.14e-03    6.7e-04
  72800      1.12e-01      8.07e-03    6.7e-04
  72900      1.11e-01      8.00e-03    6.7e-04
  73000      1.38e-01      9.98e-03    6.7e-04
  73100      6.80e-02      4.91e-03    6.7e-04
  73200      5.66e-02      4.08e-03    6.7e-04
  73300      1.19e-01      8.59e-03    6.7e-04
  73400      3.78e-02      2.73e-03    6.7e-04
  73500      1.04e-01      7.53e-03    6.7e-04
  73600      1.10e-01      7.95e-03    6.7e-04
  73700      7.71e-02      5.56e-03    6.7e-04
  73800      6.81e-02      4.92e-03    6.7e-04
  73900      6.19e-02      4.47e-03    6.7e-04
  74000      8.21e-02      5.92e-03    6.7e-04
  74100      1.16e-01      8.40e-03    6.7e-04
  74200      1.08e-01      7.81e-03    6.7e-04
  74300      1.09e-01      7.85e-03    6.7e-04
  74400      7.40e-02      5.34e-03    6.7e-04
  74500      1.29e-01      9.32e-03    6.7e-04
  74600      6.54e-02      4.72e-03    6.7e-04
  74700      1.42e-01      1.03e-02    6.7e-04
  74800      1.23e-01      8.88e-03    6.7e-04
  74900      9.63e-02      6.95e-03    6.7e-04
  75000      5.68e-02      4.10e-03    6.5e-04
  75100      8.42e-02      6.07e-03    6.5e-04
  75200      1.68e-01      1.21e-02    6.5e-04
  75300      4.30e-02      3.10e-03    6.5e-04
  75400      1.24e-01      8.93e-03    6.5e-04
  75500      6.28e-02      4.53e-03    6.5e-04
  75600      1.72e-01      1.24e-02    6.5e-04
  75700      8.70e-02      6.28e-03    6.5e-04
  75800      3.92e-02      2.83e-03    6.5e-04
  75900      9.98e-02      7.20e-03    6.5e-04
  76000      1.48e-01      1.07e-02    6.5e-04
  76100      2.30e-01      1.66e-02    6.5e-04
  76200      7.31e-02      5.28e-03    6.5e-04
  76300      1.29e-01      9.31e-03    6.5e-04
  76400      7.33e-02      5.29e-03    6.5e-04
  76500      1.30e-01      9.39e-03    6.5e-04
  76600      1.46e-01      1.05e-02    6.5e-04
  76700      1.04e-01      7.53e-03    6.5e-04
  76800      1.00e-01      7.23e-03    6.5e-04
  76900      1.24e-01      8.94e-03    6.5e-04
  77000      6.60e-02      4.76e-03    6.5e-04
  77100      8.72e-02      6.29e-03    6.5e-04
  77200      6.50e-02      4.69e-03    6.5e-04
  77300      1.54e-01      1.11e-02    6.5e-04
  77400      8.41e-02      6.07e-03    6.5e-04
  77500      8.27e-02      5.97e-03    6.5e-04
  77600      7.00e-02      5.05e-03    6.5e-04
  77700      8.13e-02      5.87e-03    6.5e-04
  77800      7.81e-02      5.64e-03    6.5e-04
  77900      1.06e-01      7.65e-03    6.5e-04
  78000      9.12e-02      6.58e-03    6.5e-04
  78100      5.97e-02      4.31e-03    6.5e-04
  78200      6.53e-02      4.71e-03    6.5e-04
  78300      1.02e-01      7.35e-03    6.5e-04
  78400      1.47e-01      1.06e-02    6.5e-04
  78500      1.01e-01      7.28e-03    6.5e-04
  78600      7.82e-02      5.64e-03    6.5e-04
  78700      1.07e-01      7.73e-03    6.5e-04
  78800      1.26e-01      9.07e-03    6.5e-04
  78900      7.97e-02      5.75e-03    6.5e-04
  79000      8.40e-02      6.06e-03    6.5e-04
  79100      7.26e-02      5.24e-03    6.5e-04
  79200      1.03e-01      7.46e-03    6.5e-04
  79300      7.95e-02      5.74e-03    6.5e-04
  79400      5.51e-02      3.98e-03    6.5e-04
  79500      7.51e-02      5.42e-03    6.5e-04
  79600      1.22e-01      8.78e-03    6.5e-04
  79700      1.01e-01      7.33e-03    6.5e-04
  79800      1.05e-01      7.60e-03    6.5e-04
  79900      1.31e-01      9.49e-03    6.5e-04
  80000      1.53e-01      1.10e-02    6.3e-04
  80100      9.12e-02      6.58e-03    6.3e-04
  80200      8.46e-02      6.10e-03    6.3e-04
  80300      6.85e-02      4.94e-03    6.3e-04
  80400      8.23e-02      5.94e-03    6.3e-04
  80500      1.13e-01      8.19e-03    6.3e-04
  80600      9.99e-02      7.21e-03    6.3e-04
  80700      7.25e-02      5.23e-03    6.3e-04
  80800      7.08e-02      5.11e-03    6.3e-04
  80900      4.57e-02      3.30e-03    6.3e-04
  81000      1.33e-01      9.59e-03    6.3e-04
  81100      7.53e-02      5.44e-03    6.3e-04
  81200      8.13e-02      5.87e-03    6.3e-04
  81300      1.08e-01      7.83e-03    6.3e-04
  81400      9.65e-02      6.96e-03    6.3e-04
  81500      6.68e-02      4.82e-03    6.3e-04
  81600      7.95e-02      5.74e-03    6.3e-04
  81700      5.28e-02      3.81e-03    6.3e-04
  81800      1.22e-01      8.79e-03    6.3e-04
  81900      9.45e-02      6.82e-03    6.3e-04
  82000      9.75e-02      7.04e-03    6.3e-04
  82100      4.19e-02      3.02e-03    6.3e-04
  82200      1.38e-01      9.94e-03    6.3e-04
  82300      6.65e-02      4.80e-03    6.3e-04
  82400      7.44e-02      5.37e-03    6.3e-04
  82500      1.23e-01      8.88e-03    6.3e-04
  82600      7.86e-02      5.67e-03    6.3e-04
  82700      8.33e-02      6.01e-03    6.3e-04
  82800      5.54e-02      4.00e-03    6.3e-04
  82900      5.86e-02      4.23e-03    6.3e-04
  83000      1.08e-01      7.83e-03    6.3e-04
  83100      1.21e-01      8.70e-03    6.3e-04
  83200      8.65e-02      6.24e-03    6.3e-04
  83300      6.97e-02      5.03e-03    6.3e-04
  83400      6.34e-02      4.58e-03    6.3e-04
  83500      1.31e-01      9.46e-03    6.3e-04
  83600      1.59e-01      1.14e-02    6.3e-04
  83700      1.43e-01      1.04e-02    6.3e-04
  83800      5.20e-02      3.75e-03    6.3e-04
  83900      9.84e-02      7.10e-03    6.3e-04
  84000      6.01e-02      4.34e-03    6.3e-04
  84100      1.42e-01      1.03e-02    6.3e-04
  84200      6.41e-02      4.62e-03    6.3e-04
  84300      1.23e-01      8.87e-03    6.3e-04
  84400      8.18e-02      5.90e-03    6.3e-04
  84500      9.56e-02      6.90e-03    6.3e-04
  84600      1.14e-01      8.24e-03    6.3e-04
  84700      6.22e-02      4.49e-03    6.3e-04
  84800      1.49e-01      1.08e-02    6.3e-04
  84900      1.09e-01      7.84e-03    6.3e-04
  85000      9.73e-02      7.02e-03    6.1e-04
  85100      8.79e-02      6.34e-03    6.1e-04
  85200      9.62e-02      6.94e-03    6.1e-04
  85300      7.72e-02      5.57e-03    6.1e-04
  85400      8.57e-02      6.19e-03    6.1e-04
  85500      4.00e-02      2.88e-03    6.1e-04
  85600      7.04e-02      5.08e-03    6.1e-04
  85700      3.47e-02      2.51e-03    6.1e-04
  85800      1.26e-01      9.09e-03    6.1e-04
  85900      8.64e-02      6.24e-03    6.1e-04
  86000      7.64e-02      5.51e-03    6.1e-04
  86100      6.59e-02      4.75e-03    6.1e-04
  86200      6.36e-02      4.59e-03    6.1e-04
  86300      7.49e-02      5.40e-03    6.1e-04
  86400      4.93e-02      3.56e-03    6.1e-04
  86500      7.49e-02      5.41e-03    6.1e-04
  86600      8.97e-02      6.47e-03    6.1e-04
  86700      5.97e-02      4.31e-03    6.1e-04
  86800      7.06e-02      5.10e-03    6.1e-04
  86900      7.24e-02      5.22e-03    6.1e-04
  87000      6.98e-02      5.03e-03    6.1e-04
  87100      1.10e-01      7.96e-03    6.1e-04
  87200      1.05e-01      7.56e-03    6.1e-04
  87300      5.83e-02      4.21e-03    6.1e-04
  87400      1.52e-01      1.10e-02    6.1e-04
  87500      9.12e-02      6.58e-03    6.1e-04
  87600      9.23e-02      6.66e-03    6.1e-04
  87700      1.30e-01      9.40e-03    6.1e-04
  87800      1.28e-01      9.27e-03    6.1e-04
  87900      1.47e-01      1.06e-02    6.1e-04
  88000      3.16e-02      2.28e-03    6.1e-04
  88100      8.95e-02      6.46e-03    6.1e-04
  88200      4.87e-02      3.51e-03    6.1e-04
  88300      4.71e-02      3.40e-03    6.1e-04
  88400      1.12e-01      8.10e-03    6.1e-04
  88500      7.39e-02      5.33e-03    6.1e-04
  88600      1.19e-01      8.59e-03    6.1e-04
  88700      7.71e-02      5.56e-03    6.1e-04
  88800      7.24e-02      5.22e-03    6.1e-04
  88900      7.36e-02      5.31e-03    6.1e-04
  89000      8.56e-02      6.18e-03    6.1e-04
  89100      1.30e-01      9.41e-03    6.1e-04
  89200      6.98e-02      5.04e-03    6.1e-04
  89300      1.29e-01      9.28e-03    6.1e-04
  89400      6.38e-02      4.60e-03    6.1e-04
  89500      1.46e-01      1.05e-02    6.1e-04
  89600      7.11e-02      5.13e-03    6.1e-04
  89700      7.74e-02      5.58e-03    6.1e-04
  89800      8.78e-02      6.33e-03    6.1e-04
  89900      4.62e-02      3.34e-03    6.1e-04
  90000      5.71e-02      4.12e-03    6.0e-04
  90100      4.90e-02      3.53e-03    6.0e-04
  90200      3.10e-02      2.24e-03    6.0e-04
  90300      7.24e-02      5.23e-03    6.0e-04
  90400      9.59e-02      6.92e-03    6.0e-04
  90500      1.02e-01      7.34e-03    6.0e-04
  90600      6.87e-02      4.96e-03    6.0e-04
  90700      7.84e-02      5.66e-03    6.0e-04
  90800      9.24e-02      6.67e-03    6.0e-04
  90900      1.11e-01      7.98e-03    6.0e-04
  91000      1.05e-01      7.54e-03    6.0e-04
  91100      7.67e-02      5.54e-03    6.0e-04
  91200      7.40e-02      5.34e-03    6.0e-04
  91300      2.15e-01      1.55e-02    6.0e-04
  91400      9.01e-02      6.50e-03    6.0e-04
  91500      5.94e-02      4.29e-03    6.0e-04
  91600      4.23e-02      3.05e-03    6.0e-04
  91700      1.01e-01      7.30e-03    6.0e-04
  91800      1.73e-01      1.25e-02    6.0e-04
  91900      6.65e-02      4.80e-03    6.0e-04
  92000      8.11e-02      5.85e-03    6.0e-04
  92100      1.14e-01      8.25e-03    6.0e-04
  92200      8.42e-02      6.08e-03    6.0e-04
  92300      7.63e-02      5.51e-03    6.0e-04
  92400      9.16e-02      6.61e-03    6.0e-04
  92500      7.54e-02      5.44e-03    6.0e-04
  92600      3.89e-02      2.81e-03    6.0e-04
  92700      1.13e-01      8.16e-03    6.0e-04
  92800      1.51e-01      1.09e-02    6.0e-04
  92900      1.07e-01      7.74e-03    6.0e-04
  93000      6.67e-02      4.81e-03    6.0e-04
  93100      4.62e-02      3.33e-03    6.0e-04
  93200      9.84e-02      7.10e-03    6.0e-04
  93300      7.54e-02      5.44e-03    6.0e-04
  93400      8.57e-02      6.19e-03    6.0e-04
  93500      6.43e-02      4.64e-03    6.0e-04
  93600      1.41e-01      1.02e-02    6.0e-04
  93700      7.85e-02      5.66e-03    6.0e-04
  93800      6.62e-02      4.78e-03    6.0e-04
  93900      1.57e-01      1.13e-02    6.0e-04
  94000      9.82e-02      7.09e-03    6.0e-04
  94100      9.19e-02      6.64e-03    6.0e-04
  94200      7.78e-02      5.61e-03    6.0e-04
  94300      6.47e-02      4.67e-03    6.0e-04
  94400      8.02e-02      5.79e-03    6.0e-04
  94500      6.32e-02      4.56e-03    6.0e-04
  94600      5.82e-02      4.20e-03    6.0e-04
  94700      3.60e-02      2.60e-03    6.0e-04
  94800      6.80e-02      4.91e-03    6.0e-04
  94900      5.64e-02      4.07e-03    6.0e-04
  95000      5.79e-02      4.18e-03    5.8e-04
  95100      1.26e-01      9.13e-03    5.8e-04
  95200      7.90e-02      5.70e-03    5.8e-04
  95300      1.04e-01      7.52e-03    5.8e-04
  95400      4.44e-02      3.20e-03    5.8e-04
  95500      7.22e-02      5.21e-03    5.8e-04
  95600      6.02e-02      4.35e-03    5.8e-04
  95700      1.27e-01      9.18e-03    5.8e-04
